ID_code,AC(v22.2),AH(v22.2),AT(v22.2)
B2_O_L1_ST_W_0.2_0.8_TS3,2655.54,855.5,3511.04
B2_O_L1_ST_W_0.2_2.3_TS2,2684.13,856.09,3540.2200000000003
B2_O_L1_ST_W_0.2_2.3_TS3,2685.07,858.19,3543.26
B2_O_L1_ST_W_0.6_0.8_TS2,2663.31,839.49,3502.8
B2_O_L1_ST_W_0.6_0.8_TS3,2664.63,849.55,3514.1800000000003
B2_O_L1_ST_W_0.6_2.3_TS2,2673.25,844.71,3517.96
B2_O_L1_ST_W_0.6_2.3_TS3,2670.99,860.06,3531.0499999999997
B2_O_L2_ST_E_0.2_0.8_TS2,654.76,3708.19,4362.95
B2_O_L2_ST_E_0.2_0.8_TS3,658.45,3692.41,4350.86
B2_O_L2_ST_E_0.2_1.0_TS2,654.87,3713.74,4368.61
B2_O_L2_ST_E_0.2_1.0_TS3,657.9,3699.66,4357.5599999999995
B2_O_L2_ST_E_0.6_0.8_TS2,657.8,3685.66,4343.46
B2_O_L2_ST_E_0.6_0.8_TS3,665.96,3650.06,4316.02
B2_O_L2_ST_E_0.6_1.0_TS2,657.15,3703.91,4361.0599999999995
B2_O_L2_ST_E_0.6_1.0_TS3,665.57,3664.28,4329.85
B2_O_L2_ST_S_0.2_0.8_TS2,668.26,3760.41,4428.67
B2_O_L2_ST_S_0.2_0.8_TS3,671.49,3747.03,4418.52
B2_O_L2_ST_S_0.2_1.0_TS2,667.92,3763.83,4431.75
B2_O_L2_ST_S_0.2_1.0_TS3,671.43,3752.83,4424.26
B2_O_L2_ST_S_0.6_0.8_TS2,665.07,3710.9,4375.97
B2_O_L2_ST_S_0.6_0.8_TS3,673.78,3692.46,4366.24
B2_O_L2_ST_S_0.6_1.0_TS2,664.3,3728.86,4393.16
B2_O_L2_ST_S_0.6_1.0_TS3,673.49,3703.4,4376.89
B2_O_L2_ST_W_0.2_0.8_TS2,659.99,3676.59,4336.58
B2_O_L2_ST_W_0.2_0.8_TS3,662.57,3663.66,4326.23
B2_O_L2_ST_W_0.2_1.0_TS2,659.43,3682.71,4342.14
B2_O_L2_ST_W_0.2_1.0_TS3,662.82,3666.41,4329.23
B2_O_L2_ST_W_0.6_0.8_TS2,656.81,3669.8,4326.610000000001
B2_O_L2_ST_W_0.6_0.8_TS3,664.51,3640.19,4304.7
B2_O_L2_ST_W_0.6_1.0_TS2,656.92,3686.82,4343.74
B2_O_L2_ST_W_0.6_1.0_TS3,663.63,3651.82,4315.45
B2_R_L1_Base_S_0.12_5.9_TS1,2745.96,940.37,3686.33
B2_R_L2_Base_S_0.12_5.9_TS1,730.27,5608.55,6338.82
B2_R_L1_DG_E_0.2_0.8_TS2,2446.86,826.67,3273.53
B2_R_L1_DG_E_0.2_0.8_TS3,2503.67,836.69,3340.36
B2_R_L1_DG_E_0.2_2.3_TS2,2597.07,813.75,3410.82
B2_R_L1_DG_E_0.2_2.3_TS3,2650.52,823.98,3474.5
B2_R_L1_DG_E_0.6_0.8_TS2,2726.65,766.07,3492.7200000000003
B2_R_L1_DG_E_0.6_0.8_TS3,2791.87,768.04,3559.91
B2_R_L1_DG_E_0.6_2.3_TS2,3189.1,743.93,3933.0299999999997
B2_R_L1_DG_E_0.6_2.3_TS3,3279.07,754.12,4033.19
B2_R_L1_DG_S_0.2_0.8_TS2,2598.2,918.33,3516.5299999999997
B2_R_L1_DG_S_0.2_0.8_TS3,2647.08,937.96,3585.04
B2_R_L1_DG_S_0.2_2.3_TS2,2709.58,901.46,3611.04
B2_R_L1_DG_S_0.2_2.3_TS3,2772.81,912.44,3685.25
B2_R_L1_DG_S_0.6_0.8_TS2,2837.97,846.56,3684.5299999999997
B2_R_L1_DG_S_0.6_0.8_TS3,2909.88,859.87,3769.75
B2_R_L1_DG_S_0.6_2.3_TS2,3172.88,806.94,3979.82
B2_R_L1_DG_S_0.6_2.3_TS3,3321.98,829.13,4151.11
B2_R_L1_DG_W_0.2_0.8_TS2,2565.82,816.56,3382.38
B2_R_L1_DG_W_0.2_0.8_TS3,2614.22,827.35,3441.5699999999997
B2_R_L1_DG_W_0.2_2.3_TS2,2635.88,815.24,3451.12
B2_R_L1_DG_W_0.2_2.3_TS3,2695.88,821.47,3517.3500000000004
B2_R_L1_DG_W_0.6_0.8_TS2,2738.67,765.73,3504.4
B2_R_L1_DG_W_0.6_0.8_TS3,2808.8,777.47,3586.2700000000004
B2_R_L1_DG_W_0.6_2.3_TS2,2921.18,751.67,3672.85
B2_R_L1_DG_W_0.6_2.3_TS3,3018.64,772.71,3791.35
B2_R_L2_DG_E_0.2_0.8_TS2,610.21,5466.65,6076.86
B2_R_L2_DG_E_0.2_0.8_TS3,659.36,5422.99,6082.349999999999
B2_R_L2_DG_E_0.2_1.0_TS2,608.12,5478.95,6087.07
B2_R_L2_DG_E_0.2_1.0_TS3,657.16,5435.23,6092.389999999999
B2_R_L2_DG_E_0.6_0.8_TS2,756.94,5316.02,6072.960000000001
B2_R_L2_DG_E_0.6_0.8_TS3,825.78,5274.73,6100.509999999999
B2_R_L2_DG_E_0.6_1.0_TS2,747.58,5346.4,6093.98
B2_R_L2_DG_E_0.6_1.0_TS3,815.46,5310.85,6126.31
B2_R_L2_DG_S_0.2_0.8_TS2,660.32,5526.58,6186.9
B2_R_L2_DG_S_0.2_0.8_TS3,714.65,5481.26,6195.91
B2_R_L2_DG_S_0.2_1.0_TS2,658.25,5537.97,6196.22
B2_R_L2_DG_S_0.2_1.0_TS3,711.98,5494.38,6206.360000000001
B2_R_L2_DG_S_0.6_0.8_TS2,832.97,5266.85,6099.820000000001
B2_R_L2_DG_S_0.6_0.8_TS3,904.76,5230.69,6135.45
B2_R_L2_DG_S_0.6_1.0_TS2,822.55,5298.44,6120.99
B2_R_L2_DG_S_0.6_1.0_TS3,893.68,5263.57,6157.25
B2_R_L2_DG_W_0.2_0.8_TS2,630.33,5447.28,6077.61
B2_R_L2_DG_W_0.2_0.8_TS3,682.36,5401.82,6084.179999999999
B2_R_L2_DG_W_0.2_1.0_TS2,628.72,5457.82,6086.54
B2_R_L2_DG_W_0.2_1.0_TS3,680.5,5413.47,6093.97
B2_R_L2_DG_W_0.6_0.8_TS2,748.01,5300.29,6048.3
B2_R_L2_DG_W_0.6_0.8_TS3,810.41,5262.74,6073.15
B2_R_L2_DG_W_0.6_1.0_TS2,739.86,5334.15,6074.009999999999
B2_R_L2_DG_W_0.6_1.0_TS3,803.53,5295.6,6099.13
B2_R_L1_DS_E_0.2_0.8_TS2,2948.56,744.62,3693.18
B2_R_L1_DS_E_0.2_2.3_TS2,3346.25,730.96,4077.21
B2_R_L1_DS_E_0.6_0.8_TS2,3354.76,710.38,4065.1400000000003
B2_R_L1_DS_E_0.6_2.3_TS2,4174.3,691.86,4866.16
B2_R_L1_DS_S_0.2_0.8_TS2,3166.9,860.18,4027.08
B2_R_L1_DS_S_0.2_2.3_TS2,3624.73,838.07,4462.8
B2_R_L1_DS_S_0.6_0.8_TS2,3551.22,815.4,4366.62
B2_R_L1_DS_S_0.6_2.3_TS2,4368.3,787.92,5156.22
B2_R_L1_DS_W_0.2_0.8_TS2,2949.33,747.06,3696.39
B2_R_L1_DS_W_0.2_2.3_TS2,3215.01,734.43,3949.44
B2_R_L1_DS_W_0.6_0.8_TS2,3261.35,716.81,3978.16
B2_R_L1_DS_W_0.6_2.3_TS2,3741.19,704.52,4445.71
B2_R_L2_DS_E_0.2_0.8_TS2,871.3,5490.53,6361.83
B2_R_L2_DS_E_0.2_1.0_TS2,862.08,5520.03,6382.11
B2_R_L2_DS_E_0.6_0.8_TS2,1110.47,5365.32,6475.79
B2_R_L2_DS_E_0.6_1.0_TS2,1085.43,5429.55,6514.9800000000005
B2_R_L2_DS_S_0.2_0.8_TS2,951.93,5518.31,6470.240000000001
B2_R_L2_DS_S_0.2_1.0_TS2,941.98,5546.65,6488.629999999999
B2_R_L2_DS_S_0.6_0.8_TS2,1195.52,5324.44,6519.959999999999
B2_R_L2_DS_S_0.6_1.0_TS2,1170.81,5388.41,6559.219999999999
B2_R_L2_DS_W_0.2_0.8_TS2,844.22,5461.98,6306.2
B2_R_L2_DS_W_0.2_1.0_TS2,835.56,5490.46,6326.02
B2_R_L2_DS_W_0.6_0.8_TS2,1026.85,5341.79,6368.639999999999
B2_R_L2_DS_W_0.6_1.0_TS2,1004.66,5407.14,6411.8
B2_R_L1_MW_E_0.2_0.8_TS2,2724.72,823.39,3548.1099999999997
B2_R_L1_MW_E_0.2_0.8_TS3,2748.06,826.46,3574.52
B2_R_L1_MW_E_0.2_2.3_TS2,2756.65,823.91,3580.56
B2_R_L1_MW_E_0.2_2.3_TS3,2742.93,824.62,3567.5499999999997
B2_R_L1_MW_E_0.6_0.8_TS2,2912.22,782.48,3694.7
B2_R_L1_MW_E_0.6_0.8_TS3,2894.7,793.59,3688.29
B2_R_L1_MW_E_0.6_2.3_TS2,2959.45,784.09,3743.54
B2_R_L1_MW_E_0.6_2.3_TS3,2884.98,793.35,3678.33
B2_R_L1_MW_S_0.2_0.8_TS2,2862.74,906.37,3769.1099999999997
B2_R_L1_MW_S_0.2_0.8_TS3,2882.77,913.03,3795.8
B2_R_L1_MW_S_0.2_2.3_TS2,2927.35,903.15,3830.5
B2_R_L1_MW_S_0.2_2.3_TS3,2900.82,915.91,3816.73
B2_R_L1_MW_S_0.6_0.8_TS2,3018.8,866.27,3885.07
B2_R_L1_MW_S_0.6_0.8_TS3,3010.11,883.78,3893.8900000000003
B2_R_L1_MW_S_0.6_2.3_TS2,3125.15,860.55,3985.7
B2_R_L1_MW_S_0.6_2.3_TS3,3025.76,893.93,3919.69
B2_R_L1_MW_W_0.2_0.8_TS2,2832.26,815.92,3648.1800000000003
B2_R_L1_MW_W_0.2_0.8_TS3,2818.75,819.42,3638.17
B2_R_L1_MW_W_0.2_2.3_TS2,2886.65,815.95,3702.6000000000004
B2_R_L1_MW_W_0.2_2.3_TS3,2843.8,818.07,3661.8700000000003
B2_R_L1_MW_W_0.6_0.8_TS2,2997.8,783.63,3781.4300000000003
B2_R_L1_MW_W_0.6_0.8_TS3,2948.19,793.98,3742.17
B2_R_L1_MW_W_0.6_2.3_TS2,3084.87,783.61,3868.48
B2_R_L1_MW_W_0.6_2.3_TS3,2991.82,797.07,3788.8900000000003
B2_R_L2_MW_E_0.2_0.8_TS2,729.4,5517.65,6247.049999999999
B2_R_L2_MW_E_0.2_0.8_TS3,735.87,5512.24,6248.11
B2_R_L2_MW_E_0.2_1.0_TS2,725.2,5522.02,6247.22
B2_R_L2_MW_E_0.2_1.0_TS3,732.4,5516.29,6248.69
B2_R_L2_MW_E_0.6_0.8_TS2,838.09,5417.44,6255.53
B2_R_L2_MW_E_0.6_0.8_TS3,842.09,5407.54,6249.63
B2_R_L2_MW_E_0.6_1.0_TS2,829.93,5432.43,6262.360000000001
B2_R_L2_MW_E_0.6_1.0_TS3,836.82,5417.89,6254.71
B2_R_L2_MW_S_0.2_0.8_TS2,779.94,5530.0,6309.9400000000005
B2_R_L2_MW_S_0.2_0.8_TS3,789.27,5534.23,6323.5
B2_R_L2_MW_S_0.2_1.0_TS2,777.25,5536.49,6313.74
B2_R_L2_MW_S_0.2_1.0_TS3,787.55,5539.64,6327.1900000000005
B2_R_L2_MW_S_0.6_0.8_TS2,880.64,5368.69,6249.33
B2_R_L2_MW_S_0.6_0.8_TS3,887.83,5393.46,6281.29
B2_R_L2_MW_S_0.6_1.0_TS2,872.21,5387.96,6260.17
B2_R_L2_MW_S_0.6_1.0_TS3,882.58,5405.8,6288.38
B2_R_L2_MW_W_0.2_0.8_TS2,736.83,5498.52,6235.35
B2_R_L2_MW_W_0.2_0.8_TS3,737.65,5491.98,6229.629999999999
B2_R_L2_MW_W_0.2_1.0_TS2,735.22,5504.65,6239.87
B2_R_L2_MW_W_0.2_1.0_TS3,736.07,5495.72,6231.79
B2_R_L2_MW_W_0.6_0.8_TS2,834.54,5398.5,6233.04
B2_R_L2_MW_W_0.6_0.8_TS3,828.3,5388.33,6216.63
B2_R_L2_MW_W_0.6_1.0_TS2,826.2,5415.65,6241.849999999999
B2_R_L2_MW_W_0.6_1.0_TS3,822.75,5399.87,6222.62
B2_R_L1_ST_E_0.2_0.8_TS2,2660.16,762.09,3422.25
B2_R_L1_ST_E_0.2_0.8_TS3,2670.88,762.1,3432.98
B2_R_L1_ST_E_0.2_2.3_TS2,2786.04,803.8,3589.84
B2_R_L1_ST_E_0.2_2.3_TS3,2802.94,800.06,3603.0
B2_R_L1_ST_E_0.6_0.8_TS2,2795.06,725.65,3520.71
B2_R_L1_ST_E_0.6_0.8_TS3,2821.38,729.35,3550.73
B2_R_L1_ST_E_0.6_2.3_TS2,2818.66,763.45,3582.1099999999997
B2_R_L1_ST_E_0.6_2.3_TS3,2853.57,765.22,3618.79
B2_R_L1_ST_S_0.2_0.8_TS2,2860.45,877.74,3738.1899999999996
B2_R_L1_ST_S_0.2_0.8_TS3,2872.47,878.7,3751.17
B2_R_L1_ST_S_0.2_2.3_TS2,2960.1,900.77,3860.87
B2_R_L1_ST_S_0.2_2.3_TS3,2980.44,900.77,3881.21
B2_R_L1_ST_S_0.6_0.8_TS2,2973.9,845.73,3819.63
B2_R_L1_ST_S_0.6_0.8_TS3,3004.33,851.74,3856.0699999999997
B2_R_L1_ST_S_0.6_2.3_TS2,2987.41,859.28,3846.6899999999996
B2_R_L1_ST_S_0.6_2.3_TS3,3033.46,880.52,3913.98
B2_R_L1_ST_W_0.2_0.8_TS2,2826.66,759.42,3586.08
B2_R_L1_ST_W_0.2_0.8_TS3,2839.78,762.08,3601.86
B2_R_L1_ST_W_0.2_2.3_TS2,2887.09,801.71,3688.8
B2_R_L1_ST_W_0.2_2.3_TS3,2906.17,806.43,3712.6
B2_R_L1_ST_W_0.6_0.8_TS2,2917.36,738.21,3655.57
B2_R_L1_ST_W_0.6_0.8_TS3,2944.59,742.14,3686.73
B2_R_L1_ST_W_0.6_2.3_TS2,2917.31,774.64,3691.95
B2_R_L1_ST_W_0.6_2.3_TS3,2961.86,787.12,3748.98
B2_R_L2_ST_E_0.2_0.8_TS2,676.56,5496.85,6173.41
B2_R_L2_ST_E_0.2_0.8_TS3,686.91,5483.7,6170.61
B2_R_L2_ST_E_0.2_1.0_TS2,675.98,5527.15,6203.129999999999
B2_R_L2_ST_E_0.2_1.0_TS3,686.01,5513.75,6199.76
B2_R_L2_ST_E_0.6_0.8_TS2,726.68,5487.01,6213.6900000000005
B2_R_L2_ST_E_0.6_0.8_TS3,749.47,5469.01,6218.4800000000005
B2_R_L2_ST_E_0.6_1.0_TS2,725.86,5541.64,6267.5
B2_R_L2_ST_E_0.6_1.0_TS3,750.04,5520.65,6270.69
B2_R_L2_ST_S_0.2_0.8_TS2,743.93,5561.7,6305.63
B2_R_L2_ST_S_0.2_0.8_TS3,799.99,5583.43,6383.42
B2_R_L2_ST_S_0.2_1.0_TS2,742.96,5592.59,6335.55
B2_R_L2_ST_S_0.2_1.0_TS3,754.61,5579.77,6334.38
B2_R_L2_ST_S_0.6_0.8_TS2,787.12,5451.67,6238.79
B2_R_L2_ST_S_0.6_0.8_TS3,813.75,5445.87,6259.62
B2_R_L2_ST_S_0.6_1.0_TS2,784.86,5506.7,6291.5599999999995
B2_R_L2_ST_S_0.6_1.0_TS3,812.92,5495.9,6308.82
B2_R_L2_ST_W_0.2_0.8_TS2,706.59,5469.42,6176.01
B2_R_L2_ST_W_0.2_0.8_TS3,717.34,5459.28,6176.62
B2_R_L2_ST_W_0.2_1.0_TS2,705.79,5500.4,6206.19
B2_R_L2_ST_W_0.2_1.0_TS3,716.45,5489.3,6205.75
B2_R_L2_ST_W_0.6_0.8_TS2,737.9,5475.76,6213.66
B2_R_L2_ST_W_0.6_0.8_TS3,761.82,5463.88,6225.7
B2_R_L2_ST_W_0.6_1.0_TS2,734.74,5532.11,6266.849999999999
B2_R_L2_ST_W_0.6_1.0_TS3,760.58,5516.77,6277.35
