ID_code,AC(v8.7),AH(v8.7),AT(v8.7)
B2_O_L2_DS_S_0.2_0.8_TS2,766.89,3658.9,4425.79
B2_O_L2_DS_S_0.2_1.0_TS2,761.46,3685.19,4446.65
B2_O_L2_DS_S_0.6_0.8_TS2,895.87,3449.81,4345.68
B2_O_L2_DS_S_0.6_1.0_TS2,883.75,3496.67,4380.42
B2_O_L2_DS_W_0.2_0.8_TS2,730.17,3622.86,4353.03
B2_O_L2_DS_W_0.2_1.0_TS2,725.48,3657.33,4382.8099999999995
B2_O_L2_DS_W_0.6_0.8_TS2,826.11,3484.42,4310.53
B2_O_L2_DS_W_0.6_1.0_TS2,817.05,3535.6,4352.65
B2_O_L1_MW_E_0.2_0.8_TS2,2757.88,874.14,3632.02
B2_O_L1_MW_E_0.2_0.8_TS3,2744.41,874.45,3618.8599999999997
B2_O_L1_MW_E_0.2_2.3_TS2,2775.97,870.92,3646.89
B2_O_L1_MW_E_0.2_2.3_TS3,2743.88,875.06,3618.94
B2_O_L1_MW_E_0.6_0.8_TS2,2873.42,831.31,3704.73
B2_O_L1_MW_E_0.6_0.8_TS3,2819.44,840.02,3659.46
B2_O_L1_MW_E_0.6_2.3_TS2,2923.87,831.06,3754.93
B2_O_L1_MW_E_0.6_2.3_TS3,2827.03,835.56,3662.59
B2_O_L1_MW_S_0.2_0.8_TS2,2798.22,868.63,3666.85
B2_O_L1_MW_S_0.2_0.8_TS3,2779.83,874.46,3654.29
B2_O_L1_MW_S_0.2_2.3_TS2,2809.71,867.72,3677.4300000000003
B2_O_L1_MW_S_0.2_2.3_TS3,2778.6,882.52,3661.12
B2_O_L1_MW_S_0.6_0.8_TS2,2897.48,820.65,3718.13
B2_O_L1_MW_S_0.6_0.8_TS3,2844.45,837.97,3682.42
B2_O_L1_MW_S_0.6_2.3_TS2,2940.34,808.66,3749.0
B2_O_L1_MW_S_0.6_2.3_TS3,2843.28,848.62,3691.9
B2_O_L1_MW_W_0.2_0.8_TS2,2759.43,836.37,3595.7999999999997
B2_O_L1_MW_W_0.2_0.8_TS3,2727.68,837.69,3565.37
B2_O_L1_MW_W_0.2_2.3_TS2,2769.9,837.94,3607.84
B2_O_L1_MW_W_0.2_2.3_TS3,2726.46,843.43,3569.89
B2_O_L1_MW_W_0.6_0.8_TS2,2872.31,801.03,3673.34
B2_O_L1_MW_W_0.6_0.8_TS3,2785.77,808.2,3593.9700000000003
B2_O_L1_MW_W_0.6_2.3_TS2,2900.1,805.39,3705.49
B2_O_L1_MW_W_0.6_2.3_TS3,2782.6,821.18,3603.7799999999997
B2_O_L2_MW_E_0.2_0.8_TS2,689.91,3738.45,4428.36
B2_O_L2_MW_E_0.2_0.8_TS3,685.49,3720.07,4405.56
B2_O_L2_MW_E_0.2_1.0_TS2,689.33,3739.76,4429.09
B2_O_L2_MW_E_0.2_1.0_TS3,685.71,3724.93,4410.639999999999
B2_O_L2_MW_E_0.6_0.8_TS2,732.05,3676.49,4408.54
B2_O_L2_MW_E_0.6_0.8_TS3,721.69,3635.3,4356.99
B2_O_L2_MW_E_0.6_1.0_TS2,728.85,3690.01,4418.860000000001
B2_O_L2_MW_E_0.6_1.0_TS3,720.49,3643.61,4364.1
B2_O_L2_MW_S_0.2_0.8_TS2,695.81,3727.78,4423.59
B2_O_L2_MW_S_0.2_0.8_TS3,692.91,3721.0,4413.91
B2_O_L2_MW_S_0.2_1.0_TS2,695.09,3733.0,4428.09
B2_O_L2_MW_S_0.2_1.0_TS3,692.09,3725.98,4418.07
B2_O_L2_MW_S_0.6_0.8_TS2,736.41,3616.03,4352.4400000000005
B2_O_L2_MW_S_0.6_0.8_TS3,724.98,3609.92,4334.9
B2_O_L2_MW_S_0.6_1.0_TS2,732.11,3629.86,4361.97
B2_O_L2_MW_S_0.6_1.0_TS3,722.1,3619.68,4341.78
B2_O_L2_MW_W_0.2_0.8_TS2,687.83,3709.3,4397.13
B2_O_L2_MW_W_0.2_0.8_TS3,681.56,3693.58,4375.139999999999
B2_O_L2_MW_W_0.2_1.0_TS2,686.72,3711.82,4398.54
B2_O_L2_MW_W_0.2_1.0_TS3,681.05,3698.77,4379.82
B2_O_L2_MW_W_0.6_0.8_TS2,728.78,3646.34,4375.12
B2_O_L2_MW_W_0.6_0.8_TS3,709.97,3612.19,4322.16
B2_O_L2_MW_W_0.6_1.0_TS2,725.07,3661.46,4386.53
B2_O_L2_MW_W_0.6_1.0_TS3,707.86,3620.82,4328.68
B2_O_L1_ST_E_0.2_0.8_TS2,2647.65,880.1,3527.75
B2_O_L1_ST_E_0.2_0.8_TS3,2649.31,886.27,3535.58
B2_O_L1_ST_E_0.2_2.3_TS2,2684.77,883.43,3568.2
B2_O_L1_ST_E_0.2_2.3_TS3,2688.95,889.42,3578.37
B2_O_L1_ST_E_0.6_0.8_TS2,2671.74,854.5,3526.24
B2_O_L1_ST_E_0.6_0.8_TS3,2676.91,863.68,3540.5899999999997
B2_O_L1_ST_E_0.6_2.3_TS2,2676.17,863.77,3539.94
B2_O_L1_ST_E_0.6_2.3_TS3,2684.74,870.53,3555.2699999999995
B2_O_L1_ST_S_0.2_0.8_TS2,2709.57,922.69,3632.26
B2_O_L1_ST_S_0.2_0.8_TS3,2709.41,928.39,3637.7999999999997
B2_O_L1_ST_S_0.2_2.3_TS2,2731.83,907.49,3639.3199999999997
B2_O_L1_ST_S_0.2_2.3_TS3,2733.05,913.5,3646.55
B2_O_L1_ST_S_0.6_0.8_TS2,2718.43,893.71,3612.14
B2_O_L1_ST_S_0.6_0.8_TS3,2719.84,907.08,3626.92
B2_O_L1_ST_S_0.6_2.3_TS2,2720.73,900.12,3620.85
B2_O_L1_ST_S_0.6_2.3_TS3,2721.87,913.47,3635.34
B2_O_L1_ST_W_0.2_0.8_TS2,2650.38,849.04,3499.42
B2_O_L1_ST_W_0.2_0.8_TS3,2651.66,859.83,3511.49
B2_O_L1_ST_W_0.2_2.3_TS2,2680.03,859.23,3539.26
B2_O_L1_ST_W_0.2_2.3_TS3,2680.99,863.5,3544.49
B2_O_L1_ST_W_0.6_0.8_TS2,2659.59,841.41,3501.0
B2_O_L1_ST_W_0.6_0.8_TS3,2661.06,851.1,3512.16
B2_O_L1_ST_W_0.6_2.3_TS2,2669.97,851.83,3521.7999999999997
B2_O_L1_ST_W_0.6_2.3_TS3,2667.59,861.29,3528.88
B2_O_L2_ST_E_0.2_0.8_TS2,655.36,3698.79,4354.15
B2_O_L2_ST_E_0.2_0.8_TS3,659.01,3684.02,4343.03
B2_O_L2_ST_E_0.2_1.0_TS2,655.06,3711.47,4366.53
B2_O_L2_ST_E_0.2_1.0_TS3,658.15,3690.46,4348.61
B2_O_L2_ST_E_0.6_0.8_TS2,658.23,3675.54,4333.77
B2_O_L2_ST_E_0.6_0.8_TS3,666.57,3642.76,4309.33
B2_O_L2_ST_E_0.6_1.0_TS2,657.63,3693.0,4350.63
B2_O_L2_ST_E_0.6_1.0_TS3,666.14,3656.8,4322.9400000000005
B2_O_L2_ST_S_0.2_0.8_TS2,668.87,3747.2,4416.07
B2_O_L2_ST_S_0.2_0.8_TS3,672.13,3737.46,4409.59
B2_O_L2_ST_S_0.2_1.0_TS2,668.24,3757.11,4425.35
B2_O_L2_ST_S_0.2_1.0_TS3,671.69,3747.06,4418.75
B2_O_L2_ST_S_0.6_0.8_TS2,665.53,3698.15,4363.68
B2_O_L2_ST_S_0.6_0.8_TS3,674.57,3683.71,4358.28
B2_O_L2_ST_S_0.6_1.0_TS2,664.73,3716.56,4381.29
B2_O_L2_ST_S_0.6_1.0_TS3,674.14,3693.85,4367.99
B2_O_L2_ST_W_0.2_0.8_TS2,660.85,3663.51,4324.360000000001
B2_O_L2_ST_W_0.2_0.8_TS3,663.28,3652.12,4315.4
B2_O_L2_ST_W_0.2_1.0_TS2,659.7,3676.31,4336.01
B2_O_L2_ST_W_0.2_1.0_TS3,663.36,3662.76,4326.12
B2_O_L2_ST_W_0.6_0.8_TS2,657.38,3659.19,4316.57
B2_O_L2_ST_W_0.6_0.8_TS3,665.04,3631.34,4296.38
B2_O_L2_ST_W_0.6_1.0_TS2,657.53,3676.67,4334.2
B2_O_L2_ST_W_0.6_1.0_TS3,664.31,3642.85,4307.16
B2_R_L1_Base_S_0.12_5.9_TS1,2739.54,951.81,3691.35
B2_R_L2_Base_S_0.12_5.9_TS1,731.39,5601.87,6333.26
B2_R_L1_DG_E_0.2_0.8_TS2,2443.27,840.8,3284.0699999999997
B2_R_L1_DG_E_0.2_0.8_TS3,2495.97,850.66,3346.6299999999997
B2_R_L1_DG_E_0.2_2.3_TS2,2592.2,827.81,3420.0099999999998
B2_R_L1_DG_E_0.2_2.3_TS3,2646.47,839.28,3485.75
B2_R_L1_DG_E_0.6_0.8_TS2,2720.48,780.76,3501.24
B2_R_L1_DG_E_0.6_0.8_TS3,2786.13,782.56,3568.69
B2_R_L1_DG_E_0.6_2.3_TS2,3181.89,754.4,3936.29
B2_R_L1_DG_E_0.6_2.3_TS3,3274.3,761.62,4035.92
B2_R_L1_DG_S_0.2_0.8_TS2,2593.48,933.58,3527.06
B2_R_L1_DG_S_0.2_0.8_TS3,2642.64,944.62,3587.2599999999998
B2_R_L1_DG_S_0.2_2.3_TS2,2704.09,910.74,3614.83
B2_R_L1_DG_S_0.2_2.3_TS3,2767.13,929.8,3696.9300000000003
B2_R_L1_DG_S_0.6_0.8_TS2,2832.29,854.87,3687.16
B2_R_L1_DG_S_0.6_0.8_TS3,2904.39,874.12,3778.5099999999998
B2_R_L1_DG_S_0.6_2.3_TS2,3166.52,814.89,3981.41
B2_R_L1_DG_S_0.6_2.3_TS3,3316.12,841.41,4157.53
B2_R_L1_DG_W_0.2_0.8_TS2,2562.83,833.69,3396.52
B2_R_L1_DG_W_0.2_0.8_TS3,2610.75,842.6,3453.35
B2_R_L1_DG_W_0.2_2.3_TS2,2632.08,821.7,3453.7799999999997
B2_R_L1_DG_W_0.2_2.3_TS3,2692.02,841.8,3533.8199999999997
B2_R_L1_DG_W_0.6_0.8_TS2,2735.08,777.12,3512.2
B2_R_L1_DG_W_0.6_0.8_TS3,2804.8,788.78,3593.58
B2_R_L1_DG_W_0.6_2.3_TS2,2916.32,765.94,3682.26
B2_R_L1_DG_W_0.6_2.3_TS3,3013.97,787.45,3801.42
B2_R_L2_DG_E_0.2_0.8_TS2,611.77,5460.6,6072.370000000001
B2_R_L2_DG_E_0.2_0.8_TS3,660.88,5416.92,6077.8
B2_R_L2_DG_E_0.2_1.0_TS2,609.59,5473.18,6082.77
B2_R_L2_DG_E_0.2_1.0_TS3,658.56,5429.74,6088.299999999999
B2_R_L2_DG_E_0.6_0.8_TS2,758.51,5310.0,6068.51
B2_R_L2_DG_E_0.6_0.8_TS3,827.16,5271.11,6098.2699999999995
B2_R_L2_DG_E_0.6_1.0_TS2,749.06,5342.36,6091.42
B2_R_L2_DG_E_0.6_1.0_TS3,817.05,5304.78,6121.83
B2_R_L2_DG_S_0.2_0.8_TS2,662.37,5521.16,6183.53
B2_R_L2_DG_S_0.2_0.8_TS3,716.51,5476.64,6193.150000000001
B2_R_L2_DG_S_0.2_1.0_TS2,660.2,5532.0,6192.2
B2_R_L2_DG_S_0.2_1.0_TS3,713.82,5488.88,6202.7
B2_R_L2_DG_S_0.6_0.8_TS2,835.26,5261.21,6096.47
B2_R_L2_DG_S_0.6_0.8_TS3,907.06,5226.97,6134.030000000001
B2_R_L2_DG_S_0.6_1.0_TS2,824.98,5294.16,6119.139999999999
B2_R_L2_DG_S_0.6_1.0_TS3,895.93,5259.66,6155.59
B2_R_L2_DG_W_0.2_0.8_TS2,632.18,5441.41,6073.59
B2_R_L2_DG_W_0.2_0.8_TS3,684.48,5396.86,6081.34
B2_R_L2_DG_W_0.2_1.0_TS2,630.69,5451.97,6082.66
B2_R_L2_DG_W_0.2_1.0_TS3,682.21,5408.16,6090.37
B2_R_L2_DG_W_0.6_0.8_TS2,750.19,5294.49,6044.68
B2_R_L2_DG_W_0.6_0.8_TS3,812.26,5258.48,6070.74
B2_R_L2_DG_W_0.6_1.0_TS2,741.78,5328.98,6070.759999999999
B2_R_L2_DG_W_0.6_1.0_TS3,805.4,5290.6,6096.0
B2_R_L1_DS_E_0.2_0.8_TS2,2941.1,760.05,3701.1499999999996
B2_R_L1_DS_E_0.2_2.3_TS2,3336.39,743.2,4079.59
B2_R_L1_DS_E_0.6_0.8_TS2,3347.84,719.36,4067.2000000000003
B2_R_L1_DS_E_0.6_2.3_TS2,4156.79,706.87,4863.66
B2_R_L1_DS_S_0.2_0.8_TS2,3160.83,870.71,4031.54
B2_R_L1_DS_S_0.2_2.3_TS2,3615.69,851.84,4467.53
B2_R_L1_DS_S_0.6_0.8_TS2,3546.36,830.5,4376.860000000001
B2_R_L1_DS_S_0.6_2.3_TS2,4353.64,802.3,5155.9400000000005
B2_R_L1_DS_W_0.2_0.8_TS2,2944.39,759.11,3703.5
B2_R_L1_DS_W_0.2_2.3_TS2,3206.09,748.57,3954.6600000000003
B2_R_L1_DS_W_0.6_0.8_TS2,3257.46,724.85,3982.31
B2_R_L1_DS_W_0.6_2.3_TS2,3729.83,717.64,4447.47
B2_R_L2_DS_E_0.2_0.8_TS2,873.12,5485.9,6359.0199999999995
B2_R_L2_DS_E_0.2_1.0_TS2,859.93,5527.82,6387.75
B2_R_L2_DS_E_0.6_0.8_TS2,1113.66,5362.72,6476.38
B2_R_L2_DS_E_0.6_1.0_TS2,1087.84,5427.99,6515.83
B2_R_L2_DS_S_0.2_0.8_TS2,954.27,5513.93,6468.200000000001
B2_R_L2_DS_S_0.2_1.0_TS2,940.29,5554.87,6495.16
B2_R_L2_DS_S_0.6_0.8_TS2,1199.88,5323.09,6522.97
B2_R_L2_DS_S_0.6_1.0_TS2,1174.3,5386.95,6561.25
B2_R_L2_DS_W_0.2_0.8_TS2,846.32,5457.35,6303.67
B2_R_L2_DS_W_0.2_1.0_TS2,834.49,5500.11,6334.599999999999
B2_R_L2_DS_W_0.6_0.8_TS2,1030.18,5340.38,6370.56
B2_R_L2_DS_W_0.6_1.0_TS2,1008.08,5406.36,6414.44
B2_R_L1_MW_E_0.2_0.8_TS2,2718.15,839.44,3557.59
B2_R_L1_MW_E_0.2_0.8_TS3,2741.27,843.81,3585.08
B2_R_L1_MW_E_0.2_2.3_TS2,2748.52,839.82,3588.34
B2_R_L1_MW_E_0.2_2.3_TS3,2736.95,842.62,3579.5699999999997
B2_R_L1_MW_E_0.6_0.8_TS2,2904.81,797.42,3702.23
B2_R_L1_MW_E_0.6_0.8_TS3,2889.73,808.24,3697.9700000000003
B2_R_L1_MW_E_0.6_2.3_TS2,2954.99,797.9,3752.89
B2_R_L1_MW_E_0.6_2.3_TS3,2878.55,812.4,3690.9500000000003
B2_R_L1_MW_S_0.2_0.8_TS2,2855.62,917.91,3773.5299999999997
B2_R_L1_MW_S_0.2_0.8_TS3,2876.73,925.31,3802.04
B2_R_L1_MW_S_0.2_2.3_TS2,2920.91,913.46,3834.37
B2_R_L1_MW_S_0.2_2.3_TS3,2894.49,928.62,3823.1099999999997
B2_R_L1_MW_S_0.6_0.8_TS2,3012.98,875.09,3888.07
B2_R_L1_MW_S_0.6_0.8_TS3,3004.71,892.66,3897.37
B2_R_L1_MW_S_0.6_2.3_TS2,3119.0,871.14,3990.14
B2_R_L1_MW_S_0.6_2.3_TS3,3021.28,901.16,3922.44
B2_R_L1_MW_W_0.2_0.8_TS2,2826.57,831.65,3658.2200000000003
B2_R_L1_MW_W_0.2_0.8_TS3,2813.05,833.61,3646.6600000000003
B2_R_L1_MW_W_0.2_2.3_TS2,2882.33,831.24,3713.5699999999997
B2_R_L1_MW_W_0.2_2.3_TS3,2837.37,831.85,3669.22
B2_R_L1_MW_W_0.6_0.8_TS2,2992.76,798.27,3791.03
B2_R_L1_MW_W_0.6_0.8_TS3,2942.23,807.68,3749.91
B2_R_L1_MW_W_0.6_2.3_TS2,3080.59,799.75,3880.34
B2_R_L1_MW_W_0.6_2.3_TS3,2987.03,813.39,3800.42
B2_R_L2_MW_E_0.2_0.8_TS2,730.21,5508.82,6239.03
B2_R_L2_MW_E_0.2_0.8_TS3,736.91,5502.6,6239.51
B2_R_L2_MW_E_0.2_1.0_TS2,725.75,5512.65,6238.4
B2_R_L2_MW_E_0.2_1.0_TS3,733.34,5505.86,6239.2
B2_R_L2_MW_E_0.6_0.8_TS2,839.28,5406.57,6245.849999999999
B2_R_L2_MW_E_0.6_0.8_TS3,843.84,5397.04,6240.88
B2_R_L2_MW_E_0.6_1.0_TS2,831.07,5422.35,6253.42
B2_R_L2_MW_E_0.6_1.0_TS3,838.02,5408.26,6246.280000000001
B2_R_L2_MW_S_0.2_0.8_TS2,781.25,5520.1,6301.35
B2_R_L2_MW_S_0.2_0.8_TS3,790.65,5524.05,6314.7
B2_R_L2_MW_S_0.2_1.0_TS2,778.58,5526.54,6305.12
B2_R_L2_MW_S_0.2_1.0_TS3,788.79,5529.42,6318.21
B2_R_L2_MW_S_0.6_0.8_TS2,882.54,5358.78,6241.32
B2_R_L2_MW_S_0.6_0.8_TS3,889.72,5382.58,6272.3
B2_R_L2_MW_S_0.6_1.0_TS2,874.13,5377.73,6251.86
B2_R_L2_MW_S_0.6_1.0_TS3,884.24,5396.86,6281.099999999999
B2_R_L2_MW_W_0.2_0.8_TS2,737.83,5489.56,6227.39
B2_R_L2_MW_W_0.2_0.8_TS3,738.76,5482.37,6221.13
B2_R_L2_MW_W_0.2_1.0_TS2,736.27,5493.69,6229.959999999999
B2_R_L2_MW_W_0.2_1.0_TS3,737.49,5486.32,6223.8099999999995
B2_R_L2_MW_W_0.6_0.8_TS2,836.42,5388.93,6225.35
B2_R_L2_MW_W_0.6_0.8_TS3,829.66,5378.48,6208.139999999999
B2_R_L2_MW_W_0.6_1.0_TS2,827.78,5405.14,6232.92
B2_R_L2_MW_W_0.6_1.0_TS3,824.06,5391.44,6215.5
B2_R_L1_ST_E_0.2_0.8_TS2,2654.5,780.98,3435.48
B2_R_L1_ST_E_0.2_0.8_TS3,2665.64,769.71,3435.35
B2_R_L1_ST_E_0.2_2.3_TS2,2780.56,818.13,3598.69
B2_R_L1_ST_E_0.2_2.3_TS3,2797.24,811.7,3608.9399999999996
B2_R_L1_ST_E_0.6_0.8_TS2,2788.77,737.39,3526.16
B2_R_L1_ST_E_0.6_0.8_TS3,2815.26,737.74,3553.0
B2_R_L1_ST_E_0.6_2.3_TS2,2812.44,775.5,3587.94
B2_R_L1_ST_E_0.6_2.3_TS3,2847.4,780.6,3628.0
B2_R_L1_ST_S_0.2_0.8_TS2,2854.6,890.01,3744.6099999999997
B2_R_L1_ST_S_0.2_0.8_TS3,2866.51,897.11,3763.6200000000003
B2_R_L1_ST_S_0.2_2.3_TS2,2953.8,908.41,3862.21
B2_R_L1_ST_S_0.2_2.3_TS3,2974.86,910.02,3884.88
B2_R_L1_ST_S_0.6_0.8_TS2,2967.65,857.78,3825.4300000000003
B2_R_L1_ST_S_0.6_0.8_TS3,2998.46,860.74,3859.2
B2_R_L1_ST_S_0.6_2.3_TS2,2981.07,876.37,3857.44
B2_R_L1_ST_S_0.6_2.3_TS3,3027.34,896.75,3924.09
B2_R_L1_ST_W_0.2_0.8_TS2,2820.4,773.19,3593.59
B2_R_L1_ST_W_0.2_0.8_TS3,2833.91,767.48,3601.39
B2_R_L1_ST_W_0.2_2.3_TS2,2880.55,821.97,3702.5200000000004
B2_R_L1_ST_W_0.2_2.3_TS3,2899.84,819.6,3719.44
B2_R_L1_ST_W_0.6_0.8_TS2,2910.73,749.73,3660.46
B2_R_L1_ST_W_0.6_0.8_TS3,2938.31,758.61,3696.92
B2_R_L1_ST_W_0.6_2.3_TS2,2911.82,788.87,3700.69
B2_R_L1_ST_W_0.6_2.3_TS3,2955.58,802.14,3757.72
B2_R_L2_ST_E_0.2_0.8_TS2,677.14,5486.33,6163.47
B2_R_L2_ST_E_0.2_0.8_TS3,687.32,5473.49,6160.8099999999995
B2_R_L2_ST_E_0.2_1.0_TS2,675.01,5524.83,6199.84
B2_R_L2_ST_E_0.2_1.0_TS3,685.43,5510.97,6196.400000000001
B2_R_L2_ST_E_0.6_0.8_TS2,727.7,5477.24,6204.94
B2_R_L2_ST_E_0.6_0.8_TS3,749.98,5460.35,6210.33
B2_R_L2_ST_E_0.6_1.0_TS2,726.35,5533.12,6259.47
B2_R_L2_ST_E_0.6_1.0_TS3,750.8,5511.45,6262.25
B2_R_L2_ST_S_0.2_0.8_TS2,744.75,5551.81,6296.56
B2_R_L2_ST_S_0.2_0.8_TS3,801.34,5575.09,6376.43
B2_R_L2_ST_S_0.2_1.0_TS2,742.48,5589.37,6331.85
B2_R_L2_ST_S_0.2_1.0_TS3,754.52,5579.01,6333.530000000001
B2_R_L2_ST_S_0.6_0.8_TS2,787.88,5443.75,6231.63
B2_R_L2_ST_S_0.6_0.8_TS3,815.27,5437.78,6253.049999999999
B2_R_L2_ST_S_0.6_1.0_TS2,786.56,5496.95,6283.51
B2_R_L2_ST_S_0.6_1.0_TS3,813.37,5488.13,6301.5
B2_R_L2_ST_W_0.2_0.8_TS2,707.41,5459.56,6166.97
B2_R_L2_ST_W_0.2_0.8_TS3,718.22,5447.95,6166.17
B2_R_L2_ST_W_0.2_1.0_TS2,705.31,5497.55,6202.860000000001
B2_R_L2_ST_W_0.2_1.0_TS3,716.35,5486.43,6202.780000000001
B2_R_L2_ST_W_0.6_0.8_TS2,738.75,5466.01,6204.76
B2_R_L2_ST_W_0.6_0.8_TS3,762.91,5455.03,6217.94
B2_R_L2_ST_W_0.6_1.0_TS2,735.7,5524.01,6259.71
B2_R_L2_ST_W_0.6_1.0_TS3,761.66,5507.98,6269.639999999999
