,value_heat,Heating,value_cool,Cooling,Total_consumption
53,3570.49883879215,B2_O_L2_DS_E_0.6_1.0_TS2,666.7629526458984,B2_O_L2_DS_E_0.6_1.0_TS2,4237.261791438048
52,3570.910290531111,B2_O_L2_DS_E_0.6_0.8_TS2,666.8065002988624,B2_O_L2_DS_E_0.6_0.8_TS2,4237.716790829973
16,3542.780099475776,B2_O_L2_DG_S_0.6_1.0_TS2,712.3863234975147,B2_O_L2_DG_S_0.6_1.0_TS2,4255.1664229732905
19,3586.9159554834146,B2_O_L2_DG_W_0.2_0.8_TS3,669.8434815694967,B2_O_L2_DG_W_0.2_0.8_TS3,4256.759437052911
22,3571.9682333577193,B2_O_L2_DG_W_0.6_0.8_TS2,687.6378833812697,B2_O_L2_DG_W_0.6_0.8_TS2,4259.606116738989
21,3594.2194506463375,B2_O_L2_DG_W_0.2_1.0_TS3,669.5442467368931,B2_O_L2_DG_W_0.2_1.0_TS3,4263.7636973832305
58,3603.553527988828,B2_O_L2_DS_W_0.2_0.8_TS2,669.2180554666963,B2_O_L2_DS_W_0.2_0.8_TS2,4272.771583455525
135,3564.4353664790087,B2_O_L2_ST_S_0.6_0.8_TS3,719.1169250236422,B2_O_L2_ST_S_0.6_0.8_TS3,4283.552291502651
24,3600.401584563641,B2_O_L2_DG_W_0.6_1.0_TS2,685.588315065683,B2_O_L2_DG_W_0.6_1.0_TS2,4285.989899629324
3,3618.328130638985,B2_O_L2_DG_E_0.2_0.8_TS3,668.2964808165591,B2_O_L2_DG_E_0.2_0.8_TS3,4286.624611455544
87,3544.5060098145896,B2_O_L2_MW_S_0.6_0.8_TS3,744.1919329439714,B2_O_L2_MW_S_0.6_0.8_TS3,4288.697942758561
6,3591.750062067658,B2_O_L2_DG_E_0.6_0.8_TS2,699.7783600474759,B2_O_L2_DG_E_0.6_0.8_TS2,4291.528422115134
86,3505.9297441925396,B2_O_L2_MW_S_0.6_0.8_TS2,786.2466913036972,B2_O_L2_MW_S_0.6_0.8_TS2,4292.176435496237
59,3631.069970341447,B2_O_L2_DS_W_0.2_1.0_TS2,662.2331201918774,B2_O_L2_DS_W_0.2_1.0_TS2,4293.303090533324
95,3564.345635150461,B2_O_L2_MW_W_0.6_0.8_TS3,729.1488932929656,B2_O_L2_MW_W_0.6_0.8_TS3,4293.494528443427
5,3626.361638827426,B2_O_L2_DG_E_0.2_1.0_TS3,667.5648078360745,B2_O_L2_DG_E_0.2_1.0_TS3,4293.9264466635
50,3628.068968538868,B2_O_L2_DS_E_0.2_0.8_TS2,667.8172902950811,B2_O_L2_DS_E_0.2_0.8_TS2,4295.886258833949
57,3633.0427095554646,B2_O_L2_DS_S_0.6_1.0_TS2,673.1329234742337,B2_O_L2_DS_S_0.6_1.0_TS2,4306.1756330296985
56,3633.437323044084,B2_O_L2_DS_S_0.6_0.8_TS2,673.2346579549892,B2_O_L2_DS_S_0.6_0.8_TS2,4306.671980999074
8,3616.068107450823,B2_O_L2_DG_E_0.6_1.0_TS2,696.0188451065993,B2_O_L2_DG_E_0.6_1.0_TS2,4312.086952557423
51,3659.6605196037303,B2_O_L2_DS_E_0.2_1.0_TS2,658.0257487711169,B2_O_L2_DS_E_0.2_1.0_TS2,4317.686268374848
11,3641.1602592367635,B2_O_L2_DG_S_0.2_0.8_TS3,679.3053893941484,B2_O_L2_DG_S_0.2_0.8_TS3,4320.465648630912
134,3615.3281189442296,B2_O_L2_ST_S_0.6_0.8_TS2,708.9404187488038,B2_O_L2_ST_S_0.6_0.8_TS2,4324.268537693033
79,3581.3876866929363,B2_O_L2_MW_E_0.6_0.8_TS3,743.2403619816466,B2_O_L2_MW_E_0.6_0.8_TS3,4324.628048674583
127,3628.099310475384,B2_O_L2_ST_E_0.6_0.8_TS3,700.9086154702778,B2_O_L2_ST_E_0.6_0.8_TS3,4329.007925945662
13,3652.7386727156118,B2_O_L2_DG_S_0.2_1.0_TS3,678.3692878344001,B2_O_L2_DG_S_0.2_1.0_TS3,4331.107960550012
139,3646.182869369971,B2_O_L2_ST_W_0.2_0.8_TS3,687.6761237921521,B2_O_L2_ST_W_0.2_0.8_TS3,4333.858993162123
143,3637.2186393242505,B2_O_L2_ST_W_0.6_0.8_TS3,698.3362070016806,B2_O_L2_ST_W_0.6_0.8_TS3,4335.554846325931
97,3631.11635111641,B2_O_L2_MW_W_0.6_1.0_TS3,707.3529029428248,B2_O_L2_MW_W_0.6_1.0_TS3,4338.469254059235
54,3670.3900764730433,B2_O_L2_DS_S_0.2_0.8_TS2,676.9361715475591,B2_O_L2_DS_S_0.2_0.8_TS2,4347.326248020602
89,3630.441631503312,B2_O_L2_MW_S_0.6_1.0_TS3,721.6361776636248,B2_O_L2_MW_S_0.6_1.0_TS3,4352.077809166936
123,3671.267130740272,B2_O_L2_ST_E_0.2_0.8_TS3,685.6026035446143,B2_O_L2_ST_E_0.2_0.8_TS3,4356.869734284886
94,3583.4408671398046,B2_O_L2_MW_W_0.6_0.8_TS2,773.9275047273859,B2_O_L2_MW_W_0.6_0.8_TS2,4357.368371867191
138,3675.1308653190104,B2_O_L2_ST_W_0.2_0.8_TS2,683.727542679298,B2_O_L2_ST_W_0.2_0.8_TS2,4358.858407998308
91,3683.1783994018433,B2_O_L2_MW_W_0.2_0.8_TS3,687.7555421644455,B2_O_L2_MW_W_0.2_0.8_TS3,4370.933941566289
88,3639.760589300346,B2_O_L2_MW_S_0.6_1.0_TS2,731.4547996689971,B2_O_L2_MW_S_0.6_1.0_TS2,4371.215388969344
18,3729.0317510083496,B2_O_L2_DG_W_0.2_0.8_TS2,643.161646204621,B2_O_L2_DG_W_0.2_0.8_TS2,4372.193397212971
81,3653.1029009980493,B2_O_L2_MW_E_0.6_1.0_TS3,719.7969461326035,B2_O_L2_MW_E_0.6_1.0_TS3,4372.899847130653
131,3677.5633479040243,B2_O_L2_ST_S_0.2_0.8_TS3,703.3145592189865,B2_O_L2_ST_S_0.2_0.8_TS3,4380.877907123011
142,3691.4011083312193,B2_O_L2_ST_W_0.6_0.8_TS2,690.0228922047967,B2_O_L2_ST_W_0.6_0.8_TS2,4381.424000536016
20,3740.4930555596143,B2_O_L2_DG_W_0.2_1.0_TS2,643.0745981203946,B2_O_L2_DG_W_0.2_1.0_TS2,4383.567653680009
122,3707.4770154738385,B2_O_L2_ST_E_0.2_0.8_TS2,681.5915915823917,B2_O_L2_ST_E_0.2_0.8_TS2,4389.068607056231
93,3709.1400482368376,B2_O_L2_MW_W_0.2_1.0_TS3,680.6659576541784,B2_O_L2_MW_W_0.2_1.0_TS3,4389.806005891016
90,3691.036489254909,B2_O_L2_MW_W_0.2_0.8_TS2,698.8395302262,B2_O_L2_MW_W_0.2_0.8_TS2,4389.876019481109
55,3720.541899692216,B2_O_L2_DS_S_0.2_1.0_TS2,669.4266519478194,B2_O_L2_DS_S_0.2_1.0_TS2,4389.968551640035
78,3609.8003434874636,B2_O_L2_MW_E_0.6_0.8_TS2,780.6841572965889,B2_O_L2_MW_E_0.6_0.8_TS2,4390.484500784052
126,3700.796468482685,B2_O_L2_ST_E_0.6_0.8_TS2,691.4339805911264,B2_O_L2_ST_E_0.6_0.8_TS2,4392.2304490738115
96,3671.081315101481,B2_O_L2_MW_W_0.6_1.0_TS2,724.54388011238,B2_O_L2_MW_W_0.6_1.0_TS2,4395.625195213861
75,3710.699430603953,B2_O_L2_MW_E_0.2_0.8_TS3,691.2955821537721,B2_O_L2_MW_E_0.2_0.8_TS3,4401.995012757725
83,3704.713896349201,B2_O_L2_MW_S_0.2_0.8_TS3,699.2553217098963,B2_O_L2_MW_S_0.2_0.8_TS3,4403.969218059097
82,3695.5547715623416,B2_O_L2_MW_S_0.2_0.8_TS2,708.7259461563328,B2_O_L2_MW_S_0.2_0.8_TS2,4404.280717718674
130,3705.8795872510145,B2_O_L2_ST_S_0.2_0.8_TS2,699.1574678102294,B2_O_L2_ST_S_0.2_0.8_TS2,4405.037055061244
2,3768.4019058224762,B2_O_L2_DG_E_0.2_0.8_TS2,639.0259750741246,B2_O_L2_DG_E_0.2_0.8_TS2,4407.427880896601
92,3723.419269130829,B2_O_L2_MW_W_0.2_1.0_TS2,686.1992524031506,B2_O_L2_MW_W_0.2_1.0_TS2,4409.618521533979
77,3731.5657703632905,B2_O_L2_MW_E_0.2_1.0_TS3,685.5049014768542,B2_O_L2_MW_E_0.2_1.0_TS3,4417.070671840145
74,3722.14278564222,B2_O_L2_MW_E_0.2_0.8_TS2,702.2116436058488,B2_O_L2_MW_E_0.2_0.8_TS2,4424.354429248069
80,3696.869924623333,B2_O_L2_MW_E_0.6_1.0_TS2,728.2349837399402,B2_O_L2_MW_E_0.6_1.0_TS2,4425.104908363273
85,3735.9108185708906,B2_O_L2_MW_S_0.2_1.0_TS3,691.7108115115567,B2_O_L2_MW_S_0.2_1.0_TS3,4427.621630082447
141,3752.271678598097,B2_O_L2_ST_W_0.2_1.0_TS3,676.0700084438914,B2_O_L2_ST_W_0.2_1.0_TS3,4428.341687041989
84,3742.5724885454138,B2_O_L2_MW_S_0.2_1.0_TS2,694.5712824439157,B2_O_L2_MW_S_0.2_1.0_TS2,4437.14377098933
76,3748.6215924990406,B2_O_L2_MW_E_0.2_1.0_TS2,688.8964388011526,B2_O_L2_MW_E_0.2_1.0_TS2,4437.518031300193
10,3792.5398019691247,B2_O_L2_DG_S_0.2_0.8_TS2,649.2728768911317,B2_O_L2_DG_S_0.2_0.8_TS2,4441.812678860257
137,3732.0770102996594,B2_O_L2_ST_S_0.6_1.0_TS3,711.0301924123692,B2_O_L2_ST_S_0.6_1.0_TS3,4443.107202712028
12,3797.3108834704085,B2_O_L2_DG_S_0.2_1.0_TS2,648.6780440567015,B2_O_L2_DG_S_0.2_1.0_TS2,4445.98892752711
125,3780.8772020034958,B2_O_L2_ST_E_0.2_1.0_TS3,671.6359629366625,B2_O_L2_ST_E_0.2_1.0_TS3,4452.513164940158
140,3781.477710566335,B2_O_L2_ST_W_0.2_1.0_TS2,672.0348691930777,B2_O_L2_ST_W_0.2_1.0_TS2,4453.512579759413
145,3780.0636500715627,B2_O_L2_ST_W_0.6_1.0_TS3,690.5706425954967,B2_O_L2_ST_W_0.6_1.0_TS3,4470.6342926670595
129,3778.1192371452685,B2_O_L2_ST_E_0.6_1.0_TS3,693.8779521617926,B2_O_L2_ST_E_0.6_1.0_TS3,4471.9971893070615
0,3795.7686069278056,B2_O_L2_Base_S_0.12_5.9_TS1,681.1436622854687,B2_O_L2_Base_S_0.12_5.9_TS1,4476.912269213274
124,3816.0857665426024,B2_O_L2_ST_E_0.2_1.0_TS2,667.4199544979875,B2_O_L2_ST_E_0.2_1.0_TS2,4483.50572104059
136,3794.6606097789204,B2_O_L2_ST_S_0.6_1.0_TS2,699.9499371217902,B2_O_L2_ST_S_0.6_1.0_TS2,4494.610546900711
133,3808.282849559428,B2_O_L2_ST_S_0.2_1.0_TS3,690.7584697409385,B2_O_L2_ST_S_0.2_1.0_TS3,4499.041319300367
132,3839.7613836901214,B2_O_L2_ST_S_0.2_1.0_TS2,686.7899391928797,B2_O_L2_ST_S_0.2_1.0_TS2,4526.551322883001
144,3847.3811852223303,B2_O_L2_ST_W_0.6_1.0_TS2,681.5843889919679,B2_O_L2_ST_W_0.6_1.0_TS2,4528.965574214299
128,3857.483598011553,B2_O_L2_ST_E_0.6_1.0_TS2,683.833481236747,B2_O_L2_ST_E_0.6_1.0_TS2,4541.3170792483
65,5309.032217652191,B2_R_L2_DS_E_0.6_1.0_TS2,677.5985829361874,B2_R_L2_DS_E_0.6_1.0_TS2,5986.630800588378
64,5308.827212690398,B2_R_L2_DS_E_0.6_0.8_TS2,678.1261202566235,B2_R_L2_DS_E_0.6_0.8_TS2,5986.953332947021
73,5310.053324344875,B2_R_L2_DS_W_0.6_1.0_TS2,690.3853045625701,B2_R_L2_DS_W_0.6_1.0_TS2,6000.4386289074455
72,5310.612789166524,B2_R_L2_DS_W_0.6_0.8_TS2,690.0948535848819,B2_R_L2_DS_W_0.6_0.8_TS2,6000.707642751406
63,5404.671244569589,B2_R_L2_DS_E_0.2_1.0_TS2,633.2098468345415,B2_R_L2_DS_E_0.2_1.0_TS2,6037.8810914041305
62,5368.739080004165,B2_R_L2_DS_E_0.2_0.8_TS2,669.1692285041678,B2_R_L2_DS_E_0.2_0.8_TS2,6037.908308508333
70,5354.855489615936,B2_R_L2_DS_W_0.2_0.8_TS2,692.9628403823265,B2_R_L2_DS_W_0.2_0.8_TS2,6047.818329998262
46,5300.28671160895,B2_R_L2_DG_W_0.6_0.8_TS2,748.0133625580512,B2_R_L2_DG_W_0.6_0.8_TS2,6048.300074167001
71,5387.679054831953,B2_R_L2_DS_W_0.2_1.0_TS2,667.1950975452446,B2_R_L2_DS_W_0.2_1.0_TS2,6054.874152377198
30,5316.0211030561595,B2_R_L2_DG_E_0.6_0.8_TS2,756.9350971352226,B2_R_L2_DG_E_0.6_0.8_TS2,6072.956200191382
47,5262.744885176278,B2_R_L2_DG_W_0.6_0.8_TS3,810.4076167436614,B2_R_L2_DG_W_0.6_0.8_TS3,6073.15250191994
48,5334.153635641884,B2_R_L2_DG_W_0.6_1.0_TS2,739.8560272510888,B2_R_L2_DG_W_0.6_1.0_TS2,6074.009662892972
26,5466.646959644526,B2_R_L2_DG_E_0.2_0.8_TS2,610.2062438829029,B2_R_L2_DG_E_0.2_0.8_TS2,6076.853203527428
42,5447.277205229574,B2_R_L2_DG_W_0.2_0.8_TS2,630.3286779863666,B2_R_L2_DG_W_0.2_0.8_TS2,6077.605883215941
27,5422.9929133420665,B2_R_L2_DG_E_0.2_0.8_TS3,659.3571705744283,B2_R_L2_DG_E_0.2_0.8_TS3,6082.350083916494
43,5401.816633623747,B2_R_L2_DG_W_0.2_0.8_TS3,682.3647071093626,B2_R_L2_DG_W_0.2_0.8_TS3,6084.18134073311
44,5457.824158393492,B2_R_L2_DG_W_0.2_1.0_TS2,628.7207529213591,B2_R_L2_DG_W_0.2_1.0_TS2,6086.544911314852
28,5478.9540667602405,B2_R_L2_DG_E_0.2_1.0_TS2,608.1164556539142,B2_R_L2_DG_E_0.2_1.0_TS2,6087.070522414155
29,5435.232496837476,B2_R_L2_DG_E_0.2_1.0_TS3,657.1605330703807,B2_R_L2_DG_E_0.2_1.0_TS3,6092.3930299078565
45,5413.4723454826135,B2_R_L2_DG_W_0.2_1.0_TS3,680.5032727718474,B2_R_L2_DG_W_0.2_1.0_TS3,6093.975618254461
32,5346.401813488723,B2_R_L2_DG_E_0.6_1.0_TS2,747.580405168754,B2_R_L2_DG_E_0.6_1.0_TS2,6093.982218657477
49,5295.5982683667735,B2_R_L2_DG_W_0.6_1.0_TS3,803.5290436744309,B2_R_L2_DG_W_0.6_1.0_TS3,6099.127312041204
38,5266.8517494020925,B2_R_L2_DG_S_0.6_0.8_TS2,832.9689230418898,B2_R_L2_DG_S_0.6_0.8_TS2,6099.820672443982
31,5274.734856965363,B2_R_L2_DG_E_0.6_0.8_TS3,825.7766819731053,B2_R_L2_DG_E_0.6_0.8_TS3,6100.511538938468
68,5398.59260507551,B2_R_L2_DS_S_0.6_0.8_TS2,718.1813316042212,B2_R_L2_DS_S_0.6_0.8_TS2,6116.7739366797305
69,5400.037044809291,B2_R_L2_DS_S_0.6_1.0_TS2,718.5209739562663,B2_R_L2_DS_S_0.6_1.0_TS2,6118.558018765557
40,5298.435516513081,B2_R_L2_DG_S_0.6_1.0_TS2,822.5504124866713,B2_R_L2_DG_S_0.6_1.0_TS2,6120.985928999752
33,5310.85287015097,B2_R_L2_DG_E_0.6_1.0_TS3,815.4612916298075,B2_R_L2_DG_E_0.6_1.0_TS3,6126.314161780778
158,5320.258327659854,B2_R_L2_ST_S_0.6_0.8_TS2,811.1760296855542,B2_R_L2_ST_S_0.6_0.8_TS2,6131.434357345409
166,5374.804158493753,B2_R_L2_ST_W_0.6_0.8_TS2,757.7738674136717,B2_R_L2_ST_W_0.6_0.8_TS2,6132.5780259074245
39,5230.69209831851,B2_R_L2_DG_S_0.6_0.8_TS3,904.7569249400984,B2_R_L2_DG_S_0.6_0.8_TS3,6135.449023258609
150,5386.857547862794,B2_R_L2_ST_E_0.6_0.8_TS2,749.2249525335009,B2_R_L2_ST_E_0.6_0.8_TS2,6136.082500396295
151,5371.641611218826,B2_R_L2_ST_E_0.6_0.8_TS3,766.7361938562282,B2_R_L2_ST_E_0.6_0.8_TS3,6138.377805075054
163,5393.298620314654,B2_R_L2_ST_W_0.2_0.8_TS3,750.433905701777,B2_R_L2_ST_W_0.2_0.8_TS3,6143.732526016431
162,5402.27639963905,B2_R_L2_ST_W_0.2_0.8_TS2,741.9546058680654,B2_R_L2_ST_W_0.2_0.8_TS2,6144.231005507116
167,5369.734729736033,B2_R_L2_ST_W_0.6_0.8_TS3,778.3274958916742,B2_R_L2_ST_W_0.6_0.8_TS3,6148.062225627707
147,5416.23425737772,B2_R_L2_ST_E_0.2_0.8_TS3,731.8368761427001,B2_R_L2_ST_E_0.2_0.8_TS3,6148.07113352042
146,5427.8643934194015,B2_R_L2_ST_E_0.2_0.8_TS2,722.6610720695375,B2_R_L2_ST_E_0.2_0.8_TS2,6150.525465488939
41,5263.567564502221,B2_R_L2_DG_S_0.6_1.0_TS3,893.6838955092028,B2_R_L2_DG_S_0.6_1.0_TS3,6157.251460011424
159,5326.233912648648,B2_R_L2_ST_S_0.6_0.8_TS3,834.6205579331643,B2_R_L2_ST_S_0.6_0.8_TS3,6160.854470581812
66,5443.983844823255,B2_R_L2_DS_S_0.2_0.8_TS2,718.941675709643,B2_R_L2_DS_S_0.2_0.8_TS2,6162.925520532898
34,5526.580528912568,B2_R_L2_DG_S_0.2_0.8_TS2,660.3165116870936,B2_R_L2_DG_S_0.2_0.8_TS2,6186.8970405996615
67,5501.8532463330785,B2_R_L2_DS_S_0.2_1.0_TS2,685.0777356534912,B2_R_L2_DS_S_0.2_1.0_TS2,6186.930981986569
119,5315.540341587025,B2_R_L2_MW_W_0.6_0.8_TS3,876.6974789108664,B2_R_L2_MW_W_0.6_0.8_TS3,6192.237820497891
35,5481.260314318707,B2_R_L2_DG_S_0.2_0.8_TS3,714.6536014557673,B2_R_L2_DG_S_0.2_0.8_TS3,6195.913915774474
36,5537.973115634654,B2_R_L2_DG_S_0.2_1.0_TS2,658.2512455642664,B2_R_L2_DG_S_0.2_1.0_TS2,6196.224361198921
149,5521.693586822249,B2_R_L2_ST_E_0.2_1.0_TS3,684.4453203062766,B2_R_L2_ST_E_0.2_1.0_TS3,6206.138907128526
37,5494.380107198104,B2_R_L2_DG_S_0.2_1.0_TS3,711.9765284406411,B2_R_L2_DG_S_0.2_1.0_TS3,6206.3566356387455
148,5535.633233594132,B2_R_L2_ST_E_0.2_1.0_TS2,674.2216812183276,B2_R_L2_ST_E_0.2_1.0_TS2,6209.85491481246
165,5497.428454353778,B2_R_L2_ST_W_0.2_1.0_TS3,715.2710297401205,B2_R_L2_ST_W_0.2_1.0_TS3,6212.699484093899
164,5509.092046308231,B2_R_L2_ST_W_0.2_1.0_TS2,704.3590123137749,B2_R_L2_ST_W_0.2_1.0_TS2,6213.451058622006
115,5465.124109687007,B2_R_L2_MW_W_0.2_0.8_TS3,755.4387367494336,B2_R_L2_MW_W_0.2_0.8_TS3,6220.562846436441
111,5291.012773440702,B2_R_L2_MW_S_0.6_0.8_TS3,931.3997661325894,B2_R_L2_MW_S_0.6_0.8_TS3,6222.412539573292
121,5399.960838416593,B2_R_L2_MW_W_0.6_1.0_TS3,822.8378840904838,B2_R_L2_MW_W_0.6_1.0_TS3,6222.798722507077
110,5229.718304276619,B2_R_L2_MW_S_0.6_0.8_TS2,995.1931475498725,B2_R_L2_MW_S_0.6_0.8_TS2,6224.911451826491
117,5495.799327000971,B2_R_L2_MW_W_0.2_1.0_TS3,736.1541608777667,B2_R_L2_MW_W_0.2_1.0_TS3,6231.953487878738
103,5329.754111842247,B2_R_L2_MW_E_0.6_0.8_TS3,902.7731607324748,B2_R_L2_MW_E_0.6_0.8_TS3,6232.527272574722
114,5469.699617748463,B2_R_L2_MW_W_0.2_0.8_TS2,768.6590573795896,B2_R_L2_MW_W_0.2_0.8_TS2,6238.358675128053
116,5504.684476391059,B2_R_L2_MW_W_0.2_1.0_TS2,735.2611751171273,B2_R_L2_MW_W_0.2_1.0_TS2,6239.9456515081865
118,5309.5844538453275,B2_R_L2_MW_W_0.6_0.8_TS2,932.2027195619006,B2_R_L2_MW_W_0.6_0.8_TS2,6241.787173407228
120,5415.690209755737,B2_R_L2_MW_W_0.6_1.0_TS2,826.2467492350919,B2_R_L2_MW_W_0.6_1.0_TS2,6241.936958990828
99,5485.442344530206,B2_R_L2_MW_E_0.2_0.8_TS3,759.3861700652263,B2_R_L2_MW_E_0.2_0.8_TS3,6244.828514595432
100,5522.06154745431,B2_R_L2_MW_E_0.2_1.0_TS2,725.2369059735059,B2_R_L2_MW_E_0.2_1.0_TS2,6247.298453427816
101,5516.331176314592,B2_R_L2_MW_E_0.2_1.0_TS3,732.4471936571477,B2_R_L2_MW_E_0.2_1.0_TS3,6248.77836997174
154,5460.9456425036715,B2_R_L2_ST_S_0.2_0.8_TS2,789.3276791104075,B2_R_L2_ST_S_0.2_0.8_TS2,6250.273321614079
155,5450.910353339182,B2_R_L2_ST_S_0.2_0.8_TS3,799.7706616093126,B2_R_L2_ST_S_0.2_0.8_TS3,6250.6810149484945
98,5486.428424453996,B2_R_L2_MW_E_0.2_0.8_TS2,767.5303799322372,B2_R_L2_MW_E_0.2_0.8_TS2,6253.958804386233
105,5417.931249921161,B2_R_L2_MW_E_0.6_1.0_TS3,836.8660542422399,B2_R_L2_MW_E_0.6_1.0_TS3,6254.797304163401
112,5388.037518778683,B2_R_L2_MW_S_0.6_1.0_TS2,872.300201026009,B2_R_L2_MW_S_0.6_1.0_TS2,6260.337719804692
104,5432.465743520285,B2_R_L2_MW_E_0.6_1.0_TS2,829.9699257363761,B2_R_L2_MW_E_0.6_1.0_TS2,6262.435669256662
152,5546.442778605694,B2_R_L2_ST_E_0.6_1.0_TS2,723.1578099876052,B2_R_L2_ST_E_0.6_1.0_TS2,6269.600588593299
168,5536.596065333884,B2_R_L2_ST_W_0.6_1.0_TS2,733.7501759539362,B2_R_L2_ST_W_0.6_1.0_TS2,6270.346241287821
153,5524.47627903351,B2_R_L2_ST_E_0.6_1.0_TS3,747.8461685834901,B2_R_L2_ST_E_0.6_1.0_TS3,6272.322447617
169,5521.010226372793,B2_R_L2_ST_W_0.6_1.0_TS3,759.8233300149294,B2_R_L2_ST_W_0.6_1.0_TS3,6280.833556387723
102,5328.108488088701,B2_R_L2_MW_E_0.6_0.8_TS2,956.6538339119135,B2_R_L2_MW_E_0.6_0.8_TS2,6284.762322000614
113,5405.885197919678,B2_R_L2_MW_S_0.6_1.0_TS3,882.6661020772365,B2_R_L2_MW_S_0.6_1.0_TS3,6288.551299996914
160,5513.24268849599,B2_R_L2_ST_S_0.6_1.0_TS2,782.5426814980866,B2_R_L2_ST_S_0.6_1.0_TS2,6295.785369994076
107,5496.168741786106,B2_R_L2_MW_S_0.2_0.8_TS3,801.944424604329,B2_R_L2_MW_S_0.2_0.8_TS3,6298.113166390434
106,5482.319096856814,B2_R_L2_MW_S_0.2_0.8_TS2,819.6043984600154,B2_R_L2_MW_S_0.2_0.8_TS2,6301.92349531683
108,5536.578324309808,B2_R_L2_MW_S_0.2_1.0_TS2,777.3435678045909,B2_R_L2_MW_S_0.2_1.0_TS2,6313.921892114398
161,5503.783104053149,B2_R_L2_ST_S_0.6_1.0_TS3,811.7072710328704,B2_R_L2_ST_S_0.6_1.0_TS3,6315.490375086019
109,5539.725574680541,B2_R_L2_MW_S_0.2_1.0_TS3,787.6424754400101,B2_R_L2_MW_S_0.2_1.0_TS3,6327.368050120552
1,5608.54699886231,B2_R_L2_Base_S_0.12_5.9_TS1,730.2667632680814,B2_R_L2_Base_S_0.12_5.9_TS1,6338.813762130391
157,5589.1493245642605,B2_R_L2_ST_S_0.2_1.0_TS3,752.6982167615249,B2_R_L2_ST_S_0.2_1.0_TS3,6341.847541325786
156,5601.521068840756,B2_R_L2_ST_S_0.2_1.0_TS2,740.7141307738208,B2_R_L2_ST_S_0.2_1.0_TS2,6342.235199614577
