ID_code,AC(v8.5),diff%_AC(v8.5),AH(v8.5),diff%_AH(v8.5),AT(v8.5),diff%_AT(v8.5),AC(v8.7),diff%_AC(v8.7),AH(v8.7),diff%_AH(v8.7),AT(v8.7),diff%_AT(v8.7),AC(v22.2),diff%_AC(v22.2),AH(v22.2),diff%_AH(v22.2),AT(v22.2),diff%_AT(v22.2),DeltaAC%(v8.7-22.2),DeltaAH%(v8.7-22.2),DeltaAT%(v8.7-22.2)
B2_O_L2_MW_E_0.6_1.0_TS2,781.68,14.37,3647.8,-3.58,4429.4800000000005,-0.83,728.85,6.9,3690.01,-2.39,4418.860000000001,-0.97,728.09,6.89,3696.74,-2.61,4424.83,-1.16,-0.1,0.18,0.14
B2_O_L2_MW_E_0.6_1.0_TS3,736.3,7.73,3613.84,-4.48,4350.14,-2.61,720.49,5.68,3643.61,-3.62,4364.1,-2.2,719.61,5.65,3652.93,-3.76,4372.54,-2.33,-0.12,0.26,0.19
B2_O_L2_MW_S_0.2_0.8_TS2,710.89,4.02,3687.23,-2.54,4398.12,-1.53,695.81,2.06,3727.78,-1.39,4423.59,-0.87,695.29,2.08,3736.98,-1.55,4432.27,-1.0,-0.07,0.25,0.2
B2_O_L2_MW_S_0.2_0.8_TS3,701.21,2.6,3693.58,-2.37,4394.79,-1.61,692.91,1.63,3721.0,-1.57,4413.91,-1.08,692.25,1.63,3730.97,-1.71,4423.219999999999,-1.2,-0.1,0.27,0.21
B2_O_L2_MW_S_0.2_1.0_TS2,710.21,3.92,3702.1,-2.14,4412.31,-1.22,695.09,1.95,3733.0,-1.25,4428.09,-0.76,694.36,1.94,3742.39,-1.41,4436.75,-0.9,-0.11,0.25,0.2
B2_O_L2_MW_S_0.2_1.0_TS3,699.24,2.31,3708.56,-1.97,4407.8,-1.32,692.09,1.51,3725.98,-1.44,4418.07,-0.99,691.5,1.52,3735.71,-1.58,4427.21,-1.11,-0.09,0.26,0.21
B2_O_L2_MW_S_0.6_0.8_TS2,789.34,15.5,3496.49,-7.58,4285.83,-4.05,736.41,8.01,3616.03,-4.35,4352.4400000000005,-2.46,735.53,7.99,3625.85,-4.48,4361.38,-2.58,-0.12,0.27,0.21
B2_O_L2_MW_S_0.6_0.8_TS3,746.73,9.26,3531.5,-6.65,4278.23,-4.22,724.98,6.34,3609.92,-4.51,4334.9,-2.85,724.05,6.3,3621.21,-4.6,4345.26,-2.94,-0.13,0.31,0.24
B2_O_L2_MW_S_0.6_1.0_TS2,786.37,15.06,3538.16,-6.48,4324.53,-3.18,732.11,7.38,3629.86,-3.98,4361.97,-2.25,731.25,7.36,3639.57,-4.12,4370.82,-2.37,-0.12,0.27,0.2
B2_O_L2_MW_S_0.6_1.0_TS3,738.16,8.01,3574.35,-5.52,4312.51,-3.45,722.1,5.91,3619.68,-4.25,4341.78,-2.7,721.44,5.92,3630.25,-4.36,4351.6900000000005,-2.8,-0.09,0.29,0.23
B2_O_L2_MW_W_0.2_0.8_TS2,700.87,2.55,3685.58,-2.58,4386.45,-1.79,687.83,0.89,3709.3,-1.88,4397.13,-1.46,687.08,0.87,3719.16,-2.02,4406.24,-1.58,-0.11,0.27,0.21
B2_O_L2_MW_W_0.2_0.8_TS3,689.64,0.91,3673.48,-2.9,4363.12,-2.32,681.56,-0.03,3693.58,-2.3,4375.139999999999,-1.95,680.85,-0.04,3702.02,-2.47,4382.87,-2.1,-0.1,0.23,0.18
B2_O_L2_MW_W_0.2_1.0_TS2,700.16,2.45,3703.5,-2.11,4403.66,-1.41,686.72,0.72,3711.82,-1.81,4398.54,-1.43,686.05,0.72,3723.28,-1.91,4409.33,-1.51,-0.1,0.31,0.25
B2_O_L2_MW_W_0.2_1.0_TS3,687.5,0.59,3692.62,-2.39,4380.12,-1.94,681.05,-0.11,3698.77,-2.16,4379.82,-1.85,680.31,-0.12,3708.83,-2.29,4389.139999999999,-1.96,-0.11,0.27,0.21
B2_O_L2_MW_W_0.6_0.8_TS2,776.81,13.66,3576.19,-5.47,4353.0,-2.54,728.78,6.89,3646.34,-3.55,4375.12,-1.95,727.98,6.88,3659.17,-3.6,4387.15,-2.0,-0.11,0.35,0.27
B2_O_L2_MW_W_0.6_0.8_TS3,731.23,6.99,3556.96,-5.98,4288.1900000000005,-3.99,709.97,4.13,3612.19,-4.45,4322.16,-3.14,709.04,4.1,3623.03,-4.55,4332.07,-3.24,-0.13,0.3,0.23
B2_O_L2_MW_W_0.6_1.0_TS2,773.04,13.11,3627.54,-4.11,4400.58,-1.48,725.07,6.35,3661.46,-3.15,4386.53,-1.7,724.36,6.35,3670.91,-3.29,4395.27,-1.82,-0.1,0.26,0.2
B2_O_L2_MW_W_0.6_1.0_TS3,723.45,5.85,3600.13,-4.84,4323.58,-3.2,707.86,3.83,3620.82,-4.22,4328.68,-2.99,706.99,3.8,3630.78,-4.35,4337.77,-3.11,-0.12,0.28,0.21
B2_O_L1_ST_E_0.2_0.8_TS2,2682.31,-1.98,868.37,-5.26,3550.68,-2.8,2647.65,-3.18,880.1,-3.9,3527.75,-3.36,2652.0,-3.16,878.45,-3.96,3530.45,-3.36,0.16,-0.19,0.08
B2_O_L1_ST_E_0.2_0.8_TS3,2682.84,-1.96,873.28,-4.72,3556.12,-2.65,2649.31,-3.12,886.27,-3.23,3535.58,-3.15,2653.69,-3.09,883.4,-3.42,3537.09,-3.18,0.17,-0.32,0.04
B2_O_L1_ST_E_0.2_2.3_TS2,2687.13,-1.8,887.2,-3.2,3574.33,-2.16,2684.77,-1.82,883.43,-3.54,3568.2,-2.25,2688.87,-1.81,879.66,-3.83,3568.53,-2.32,0.15,-0.43,0.01
B2_O_L1_ST_E_0.2_2.3_TS3,2691.24,-1.65,888.01,-3.12,3579.25,-2.02,2688.95,-1.67,889.42,-2.88,3578.37,-1.97,2693.06,-1.66,880.85,-3.7,3573.91,-2.17,0.15,-0.96,-0.12
B2_O_L1_ST_E_0.6_0.8_TS2,2687.17,-1.8,846.03,-7.7,3533.2,-3.28,2671.74,-2.3,854.5,-6.69,3526.24,-3.4,2675.52,-2.3,849.64,-7.11,3525.16,-3.5,0.14,-0.57,-0.03
B2_O_L1_ST_E_0.6_0.8_TS3,2690.14,-1.69,858.09,-6.38,3548.23,-2.87,2676.91,-2.11,863.68,-5.69,3540.59,-3.01,2680.86,-2.1,860.11,-5.97,3540.9700000000003,-3.07,0.15,-0.41,0.01
B2_O_L1_ST_E_0.6_2.3_TS2,2678.4,-2.12,864.0,-5.74,3542.4,-3.03,2676.17,-2.14,863.77,-5.68,3539.94,-3.03,2680.08,-2.13,859.38,-6.05,3539.46,-3.11,0.15,-0.51,-0.01
B2_O_L1_ST_E_0.6_2.3_TS3,2687.03,-1.81,872.54,-4.8,3559.57,-2.56,2684.74,-1.82,870.53,-4.94,3555.2699999999995,-2.61,2688.42,-1.83,868.21,-5.08,3556.63,-2.64,0.14,-0.27,0.04
B2_O_L1_ST_S_0.2_0.8_TS2,2735.41,-0.04,900.41,-1.76,3635.82,-0.47,2709.57,-0.92,922.69,0.75,3632.26,-0.5,2713.4,-0.91,921.22,0.71,3634.62,-0.51,0.14,-0.16,0.06
B2_O_L1_ST_S_0.2_0.8_TS3,2733.69,-0.1,904.88,-1.28,3638.57,-0.4,2709.41,-0.92,928.39,1.37,3637.8,-0.35,2713.29,-0.92,926.64,1.31,3639.93,-0.36,0.14,-0.19,0.06
B2_O_L1_ST_S_0.2_2.3_TS2,2733.67,-0.1,907.1,-1.03,3640.77,-0.34,2731.83,-0.1,907.49,-0.91,3639.32,-0.3,2735.55,-0.1,898.95,-1.72,3634.5,-0.51,0.14,-0.94,-0.13
B2_O_L1_ST_S_0.2_2.3_TS3,2734.92,-0.06,912.81,-0.41,3647.73,-0.15,2733.05,-0.06,913.5,-0.25,3646.55,-0.11,2737.1,-0.05,905.46,-1.01,3642.56,-0.29,0.15,-0.88,-0.11
B2_O_L1_ST_S_0.6_0.8_TS2,2736.4,-0.0,889.27,-2.98,3625.67,-0.75,2718.43,-0.59,893.71,-2.41,3612.14,-1.05,2722.13,-0.59,892.4,-2.44,3614.53,-1.06,0.14,-0.15,0.07
B2_O_L1_ST_S_0.6_0.8_TS3,2734.74,-0.07,900.14,-1.79,3634.88,-0.5,2719.84,-0.54,907.08,-0.95,3626.92,-0.64,2723.51,-0.54,904.85,-1.08,3628.36,-0.68,0.13,-0.25,0.04
B2_O_L1_ST_S_0.6_2.3_TS2,2722.5,-0.51,896.73,-2.16,3619.23,-0.93,2720.73,-0.51,900.12,-1.71,3620.85,-0.81,2724.25,-0.52,891.39,-2.55,3615.64,-1.03,0.13,-0.97,-0.14
B2_O_L1_ST_S_0.6_2.3_TS3,2723.73,-0.47,912.8,-0.41,3636.53,-0.45,2721.87,-0.47,913.47,-0.26,3635.34,-0.41,2725.46,-0.47,908.58,-0.67,3634.04,-0.52,0.13,-0.54,-0.04
B2_O_L1_ST_W_0.2_0.8_TS2,2676.72,-2.19,841.8,-8.16,3518.5199999999995,-3.68,2650.38,-3.08,849.04,-7.29,3499.42,-4.14,2654.37,-3.07,850.53,-7.01,3504.9,-4.06,0.15,0.18,0.16
B2_O_L1_ST_W_0.2_0.8_TS3,2676.43,-2.2,848.39,-7.44,3524.82,-3.51,2651.66,-3.03,859.83,-6.11,3511.49,-3.81,2655.54,-3.03,855.5,-6.47,3511.04,-3.89,0.15,-0.5,-0.01
B2_O_L1_ST_W_0.2_2.3_TS2,2682.05,-1.99,860.37,-6.13,3542.42,-3.03,2680.03,-2.0,859.23,-6.18,3539.26,-3.05,2684.13,-1.98,856.09,-6.41,3540.2200000000003,-3.09,0.15,-0.37,0.03
B2_O_L1_ST_W_0.2_2.3_TS3,2683.02,-1.96,867.22,-5.38,3550.24,-2.82,2680.99,-1.96,863.5,-5.71,3544.49,-2.9,2685.07,-1.95,858.19,-6.18,3543.26,-3.01,0.15,-0.61,-0.03
B2_O_L1_ST_W_0.6_0.8_TS2,2675.15,-2.24,835.43,-8.85,3510.58,-3.9,2659.59,-2.74,841.41,-8.12,3501.0,-4.09,2663.31,-2.74,839.49,-8.22,3502.8,-4.11,0.14,-0.23,0.05
B2_O_L1_ST_W_0.6_0.8_TS3,2672.45,-2.34,845.35,-7.77,3517.8,-3.7,2661.06,-2.69,851.1,-7.07,3512.16,-3.79,2664.63,-2.69,849.55,-7.12,3514.1800000000003,-3.8,0.13,-0.18,0.06
B2_O_L1_ST_W_0.6_2.3_TS2,2671.9,-2.36,849.54,-7.31,3521.44,-3.6,2669.97,-2.36,851.83,-6.99,3521.8,-3.52,2673.25,-2.38,844.71,-7.65,3517.96,-3.7,0.12,-0.84,-0.11
B2_O_L1_ST_W_0.6_2.3_TS3,2669.57,-2.45,860.72,-6.09,3530.29,-3.36,2667.59,-2.45,861.29,-5.95,3528.88,-3.33,2670.99,-2.46,860.06,-5.97,3531.05,-3.34,0.13,-0.14,0.06
B2_O_L2_ST_E_0.2_0.8_TS2,668.63,-2.17,3655.67,-3.37,4324.3,-3.19,655.36,-3.88,3698.79,-2.16,4354.15,-2.42,654.76,-3.87,3708.19,-2.31,4362.95,-2.55,-0.09,0.25,0.2
B2_O_L2_ST_E_0.2_0.8_TS3,671.16,-1.8,3644.47,-3.67,4315.63,-3.38,659.01,-3.34,3684.02,-2.55,4343.03,-2.67,658.45,-3.33,3692.41,-2.72,4350.86,-2.82,-0.08,0.23,0.18
B2_O_L2_ST_E_0.2_1.0_TS2,667.74,-2.3,3667.69,-3.05,4335.43,-2.94,655.06,-3.92,3711.47,-1.82,4366.53,-2.14,654.52,-3.91,3720.46,-1.98,4374.98,-2.28,-0.08,0.24,0.19
B2_O_L2_ST_E_0.2_1.0_TS3,670.39,-1.91,3657.83,-3.31,4328.22,-3.1,658.15,-3.47,3690.46,-2.38,4348.61,-2.55,657.57,-3.46,3704.01,-2.42,4361.58,-2.58,-0.09,0.37,0.3
B2_O_L2_ST_E_0.6_0.8_TS2,665.37,-2.64,3616.6,-4.4,4281.97,-4.13,658.23,-3.45,3675.54,-2.77,4333.77,-2.88,657.8,-3.43,3685.66,-2.9,4343.46,-2.98,-0.07,0.28,0.22
B2_O_L2_ST_E_0.6_0.8_TS3,672.89,-1.54,3601.75,-4.8,4274.64,-4.3,666.57,-2.23,3642.76,-3.64,4309.33,-3.43,665.96,-2.23,3650.06,-3.84,4316.02,-3.59,-0.09,0.2,0.16
B2_O_L2_ST_E_0.6_1.0_TS2,664.68,-2.74,3667.18,-3.07,4331.86,-3.02,657.63,-3.54,3693.0,-2.31,4350.63,-2.5,657.15,-3.52,3703.91,-2.42,4361.06,-2.59,-0.07,0.3,0.24
B2_O_L2_ST_E_0.6_1.0_TS3,672.09,-1.66,3639.85,-3.79,4311.94,-3.46,666.14,-2.29,3656.8,-3.27,4322.9400000000005,-3.12,665.57,-2.29,3664.28,-3.46,4329.85,-3.28,-0.09,0.2,0.16
B2_O_L2_ST_S_0.2_0.8_TS2,680.63,-0.41,3671.34,-2.96,4351.97,-2.57,668.87,-1.89,3747.2,-0.88,4416.07,-1.03,668.26,-1.89,3760.41,-0.93,4428.67,-1.08,-0.09,0.35,0.29
B2_O_L2_ST_S_0.2_0.8_TS3,683.12,-0.05,3678.85,-2.76,4361.97,-2.34,672.13,-1.42,3737.46,-1.14,4409.59,-1.18,671.49,-1.42,3747.03,-1.28,4418.52,-1.3,-0.1,0.26,0.2
B2_O_L2_ST_S_0.2_1.0_TS2,678.71,-0.69,3695.13,-2.33,4373.84,-2.08,668.24,-1.99,3757.11,-0.62,4425.35,-0.83,667.61,-1.99,3770.87,-0.66,4438.48,-0.86,-0.09,0.37,0.3
B2_O_L2_ST_S_0.2_1.0_TS3,682.32,-0.16,3693.06,-2.38,4375.38,-2.04,671.69,-1.48,3747.06,-0.88,4418.75,-0.97,670.78,-1.52,3756.28,-1.04,4427.06,-1.11,-0.14,0.25,0.19
B2_O_L2_ST_S_0.6_0.8_TS2,673.16,-1.5,3630.54,-4.03,4303.7,-3.65,665.53,-2.38,3698.15,-2.18,4363.68,-2.21,665.07,-2.36,3710.9,-2.24,4375.97,-2.25,-0.07,0.34,0.28
B2_O_L2_ST_S_0.6_0.8_TS3,680.61,-0.41,3639.3,-3.8,4319.91,-3.28,674.57,-1.06,3683.71,-2.56,4358.28,-2.33,673.78,-1.08,3692.46,-2.72,4366.24,-2.47,-0.12,0.24,0.18
B2_O_L2_ST_S_0.6_1.0_TS2,672.61,-1.58,3673.22,-2.91,4345.83,-2.7,664.73,-2.5,3716.56,-1.69,4381.29,-1.81,664.3,-2.47,3728.86,-1.76,4393.16,-1.87,-0.06,0.33,0.27
B2_O_L2_ST_S_0.6_1.0_TS3,680.18,-0.48,3679.24,-2.75,4359.42,-2.4,674.14,-1.12,3693.85,-2.29,4367.99,-2.11,673.49,-1.12,3703.4,-2.43,4376.89,-2.23,-0.1,0.26,0.2
B2_O_L2_ST_W_0.2_0.8_TS2,670.72,-1.86,3622.21,-4.25,4292.93,-3.89,660.85,-3.07,3663.51,-3.09,4324.360000000001,-3.09,659.99,-3.11,3676.59,-3.14,4336.58,-3.13,-0.13,0.36,0.28
B2_O_L2_ST_W_0.2_0.8_TS3,673.17,-1.5,3616.97,-4.39,4290.139999999999,-3.95,663.28,-2.71,3652.12,-3.39,4315.4,-3.29,662.57,-2.73,3663.66,-3.48,4326.23,-3.37,-0.11,0.32,0.25
B2_O_L2_ST_W_0.2_1.0_TS2,670.46,-1.9,3636.6,-3.87,4307.06,-3.57,659.7,-3.24,3676.31,-2.75,4336.01,-2.83,659.11,-3.23,3689.26,-2.81,4348.37,-2.87,-0.09,0.35,0.29
B2_O_L2_ST_W_0.2_1.0_TS3,672.34,-1.62,3628.45,-4.09,4300.79,-3.71,663.36,-2.7,3662.76,-3.11,4326.12,-3.05,662.51,-2.74,3672.06,-3.26,4334.57,-3.18,-0.13,0.25,0.2
B2_O_L2_ST_W_0.6_0.8_TS2,664.35,-2.79,3601.59,-4.8,4265.9400000000005,-4.49,657.38,-3.58,3659.19,-3.21,4316.57,-3.26,656.81,-3.57,3669.8,-3.32,4326.610000000001,-3.36,-0.09,0.29,0.23
B2_O_L2_ST_W_0.6_0.8_TS3,670.21,-1.94,3590.54,-5.09,4260.75,-4.61,665.04,-2.46,3631.34,-3.94,4296.38,-3.72,664.51,-2.44,3640.19,-4.1,4304.7,-3.85,-0.08,0.24,0.19
B2_O_L2_ST_W_0.6_1.0_TS2,664.08,-2.83,3651.7,-3.48,4315.78,-3.38,657.53,-3.56,3676.67,-2.74,4334.2,-2.87,656.92,-3.56,3686.82,-2.87,4343.74,-2.97,-0.09,0.28,0.22
B2_O_L2_ST_W_0.6_1.0_TS3,670.1,-1.95,3631.98,-4.0,4302.08,-3.68,664.31,-2.56,3642.85,-3.64,4307.16,-3.47,663.63,-2.57,3651.82,-3.79,4315.45,-3.61,-0.1,0.25,0.19
B2_R_L1_Base_S_0.12_5.9_TS1,2741.13,0.0,955.12,0.0,3696.25,0.0,2739.54,0.0,951.81,0.0,3691.35,0.0,2745.96,0.0,940.37,0.0,3686.33,0.0,0.23,-1.2,-0.14
B2_R_L2_Base_S_0.12_5.9_TS1,733.14,0.0,5600.36,0.0,6333.5,0.0,731.39,0.0,5601.87,0.0,6333.26,0.0,730.27,0.0,5608.55,0.0,6338.82,0.0,-0.15,0.12,0.09
B2_R_L1_DG_E_0.2_0.8_TS2,2444.78,-10.81,844.39,-11.59,3289.17,-11.01,2443.27,-10.81,840.8,-11.66,3284.07,-11.03,2446.86,-10.89,826.67,-12.09,3273.53,-11.2,0.15,-1.68,-0.32
B2_R_L1_DG_E_0.2_0.8_TS3,2497.58,-8.89,853.16,-10.68,3350.74,-9.35,2495.97,-8.89,850.66,-10.63,3346.63,-9.34,2503.67,-8.82,836.69,-11.03,3340.36,-9.39,0.31,-1.64,-0.19
B2_R_L1_DG_E_0.2_2.3_TS2,2593.95,-5.37,830.51,-13.05,3424.46,-7.35,2592.2,-5.38,827.81,-13.03,3420.01,-7.35,2597.07,-5.42,813.75,-13.46,3410.82,-7.47,0.19,-1.7,-0.27
B2_R_L1_DG_E_0.2_2.3_TS3,2647.91,-3.4,841.29,-11.92,3489.2,-5.6,2646.47,-3.4,839.28,-11.82,3485.75,-5.57,2650.52,-3.48,823.98,-12.38,3474.5,-5.75,0.15,-1.82,-0.32
B2_R_L1_DG_E_0.6_0.8_TS2,2722.05,-0.7,778.97,-18.44,3501.0200000000004,-5.28,2720.48,-0.7,780.76,-17.97,3501.24,-5.15,2726.65,-0.7,766.07,-18.54,3492.7200000000003,-5.25,0.23,-1.88,-0.24
B2_R_L1_DG_E_0.6_0.8_TS3,2787.87,1.71,784.44,-17.87,3572.31,-3.35,2786.13,1.7,782.56,-17.78,3568.69,-3.32,2791.87,1.67,768.04,-18.33,3559.91,-3.43,0.21,-1.86,-0.25
B2_R_L1_DG_E_0.6_2.3_TS2,3184.42,16.17,753.16,-21.14,3937.58,6.53,3181.89,16.15,754.4,-20.74,3936.29,6.64,3189.1,16.14,743.93,-20.89,3933.03,6.69,0.23,-1.39,-0.08
B2_R_L1_DG_E_0.6_2.3_TS3,3277.22,19.56,768.84,-19.5,4046.06,9.46,3274.3,19.52,761.62,-19.98,4035.92,9.33,3279.07,19.41,754.12,-19.81,4033.19,9.41,0.15,-0.98,-0.07
B2_R_L1_DG_S_0.2_0.8_TS2,2595.03,-5.33,937.11,-1.89,3532.1400000000003,-4.44,2593.48,-5.33,933.58,-1.92,3527.06,-4.45,2598.2,-5.38,918.33,-2.34,3516.53,-4.61,0.18,-1.63,-0.3
B2_R_L1_DG_S_0.2_0.8_TS3,2644.26,-3.53,944.85,-1.08,3589.11,-2.9,2642.64,-3.54,944.62,-0.76,3587.26,-2.82,2647.08,-3.6,937.96,-0.26,3585.04,-2.75,0.17,-0.71,-0.06
B2_R_L1_DG_S_0.2_2.3_TS2,2705.72,-1.29,914.52,-4.25,3620.24,-2.06,2704.09,-1.29,910.74,-4.31,3614.83,-2.07,2709.58,-1.32,901.46,-4.14,3611.04,-2.04,0.2,-1.02,-0.1
B2_R_L1_DG_S_0.2_2.3_TS3,2769.1,1.02,930.09,-2.62,3699.19,0.08,2767.13,1.01,929.8,-2.31,3696.93,0.15,2772.81,0.98,912.44,-2.97,3685.25,-0.03,0.21,-1.87,-0.32
B2_R_L1_DG_S_0.6_0.8_TS2,2834.2,3.4,854.05,-10.58,3688.25,-0.22,2832.29,3.39,854.87,-10.18,3687.16,-0.11,2837.97,3.35,846.56,-9.98,3684.53,-0.05,0.2,-0.97,-0.07
B2_R_L1_DG_S_0.6_0.8_TS3,2906.94,6.05,870.41,-8.87,3777.35,2.19,2904.39,6.02,874.12,-8.16,3778.51,2.36,2909.88,5.97,859.87,-8.56,3769.75,2.26,0.19,-1.63,-0.23
B2_R_L1_DG_S_0.6_2.3_TS2,3170.24,15.65,818.54,-14.3,3988.78,7.91,3166.52,15.59,814.89,-14.39,3981.41,7.86,3172.88,15.55,806.94,-14.19,3979.82,7.96,0.2,-0.98,-0.04
B2_R_L1_DG_S_0.6_2.3_TS3,3319.46,21.1,839.36,-12.12,4158.82,12.51,3316.12,21.05,841.41,-11.6,4157.53,12.63,3321.98,20.98,829.13,-11.83,4151.11,12.61,0.18,-1.46,-0.15
B2_R_L1_DG_W_0.2_0.8_TS2,2564.38,-6.45,830.03,-13.1,3394.41,-8.17,2562.83,-6.45,833.69,-12.41,3396.52,-7.99,2565.82,-6.56,816.56,-13.17,3382.38,-8.25,0.12,-2.05,-0.42
B2_R_L1_DG_W_0.2_0.8_TS3,2612.25,-4.7,842.16,-11.83,3454.41,-6.54,2610.75,-4.7,842.6,-11.47,3453.35,-6.45,2614.22,-4.8,827.35,-12.02,3441.57,-6.64,0.13,-1.81,-0.34
B2_R_L1_DG_W_0.2_2.3_TS2,2633.86,-3.91,830.32,-13.07,3464.1800000000003,-6.28,2632.08,-3.92,821.7,-13.67,3453.78,-6.44,2635.88,-4.01,815.24,-13.31,3451.12,-6.38,0.14,-0.79,-0.08
B2_R_L1_DG_W_0.2_2.3_TS3,2693.71,-1.73,840.0,-12.05,3533.71,-4.4,2692.02,-1.73,841.8,-11.56,3533.82,-4.27,2695.88,-1.82,821.47,-12.64,3517.3500000000004,-4.58,0.14,-2.42,-0.47
B2_R_L1_DG_W_0.6_0.8_TS2,2737.03,-0.15,777.39,-18.61,3514.42,-4.92,2735.08,-0.16,777.12,-18.35,3512.2,-4.85,2738.67,-0.27,765.73,-18.57,3504.4,-4.94,0.13,-1.47,-0.22
B2_R_L1_DG_W_0.6_0.8_TS3,2806.65,2.39,788.31,-17.46,3594.96,-2.74,2804.8,2.38,788.78,-17.13,3593.58,-2.65,2808.8,2.29,777.47,-17.32,3586.2700000000004,-2.71,0.14,-1.43,-0.2
B2_R_L1_DG_W_0.6_2.3_TS2,2918.22,6.46,763.58,-20.05,3681.8,-0.39,2916.32,6.45,765.94,-19.53,3682.26,-0.25,2921.18,6.38,751.67,-20.07,3672.85,-0.37,0.17,-1.86,-0.26
B2_R_L1_DG_W_0.6_2.3_TS3,3015.92,10.02,782.48,-18.08,3798.4,2.76,3013.97,10.02,787.45,-17.27,3801.42,2.98,3018.64,9.93,772.71,-17.83,3791.35,2.85,0.15,-1.87,-0.26
B2_R_L2_DG_E_0.2_0.8_TS2,613.51,-16.32,5462.02,-2.47,6075.530000000001,-4.07,611.77,-16.36,5460.6,-2.52,6072.370000000001,-4.12,610.21,-16.44,5466.65,-2.53,6076.86,-4.13,-0.25,0.11,0.07
B2_R_L2_DG_E_0.2_0.8_TS3,662.63,-9.62,5417.49,-3.27,6080.12,-4.0,660.88,-9.64,5416.92,-3.3,6077.8,-4.03,659.36,-9.71,5422.99,-3.31,6082.349999999999,-4.05,-0.23,0.11,0.07
B2_R_L2_DG_E_0.2_1.0_TS2,611.37,-16.61,5473.36,-2.27,6084.73,-3.93,609.59,-16.65,5473.18,-2.3,6082.77,-3.96,608.12,-16.73,5478.95,-2.31,6087.07,-3.97,-0.24,0.11,0.07
B2_R_L2_DG_E_0.2_1.0_TS3,660.35,-9.93,5429.73,-3.05,6090.08,-3.84,658.56,-9.96,5429.74,-3.07,6088.299999999999,-3.87,657.16,-10.01,5435.23,-3.09,6092.389999999999,-3.89,-0.21,0.1,0.07
B2_R_L2_DG_E_0.6_0.8_TS2,760.42,3.72,5310.74,-5.17,6071.16,-4.14,758.51,3.71,5310.0,-5.21,6068.51,-4.18,756.94,3.65,5316.02,-5.22,6072.960000000001,-4.19,-0.21,0.11,0.07
B2_R_L2_DG_E_0.6_0.8_TS3,828.86,13.06,5272.14,-5.86,6101.0,-3.67,827.16,13.09,5271.11,-5.9,6098.27,-3.71,825.78,13.08,5274.73,-5.95,6100.509999999999,-3.76,-0.17,0.07,0.04
B2_R_L2_DG_E_0.6_1.0_TS2,750.9,2.42,5342.73,-4.6,6093.629999999999,-3.79,749.06,2.42,5342.36,-4.63,6091.42,-3.82,747.58,2.37,5346.4,-4.67,6093.98,-3.86,-0.2,0.08,0.04
B2_R_L2_DG_E_0.6_1.0_TS3,818.86,11.69,5304.86,-5.28,6123.719999999999,-3.31,817.05,11.71,5304.78,-5.3,6121.83,-3.34,815.46,11.67,5310.85,-5.31,6126.31,-3.35,-0.19,0.11,0.07
B2_R_L2_DG_S_0.2_0.8_TS2,664.16,-9.41,5521.04,-1.42,6185.2,-2.34,662.37,-9.44,5521.16,-1.44,6183.53,-2.36,660.32,-9.58,5526.58,-1.46,6186.9,-2.4,-0.31,0.1,0.05
B2_R_L2_DG_S_0.2_0.8_TS3,718.17,-2.04,5476.54,-2.21,6194.71,-2.19,716.51,-2.03,5476.64,-2.24,6193.150000000001,-2.21,714.65,-2.14,5481.26,-2.27,6195.91,-2.25,-0.26,0.08,0.04
B2_R_L2_DG_S_0.2_1.0_TS2,661.97,-9.71,5532.09,-1.22,6194.06,-2.2,660.2,-9.73,5532.0,-1.25,6192.2,-2.23,658.25,-9.86,5537.97,-1.26,6196.22,-2.25,-0.3,0.11,0.06
B2_R_L2_DG_S_0.2_1.0_TS3,715.6,-2.39,5487.6,-2.01,6203.200000000001,-2.06,713.82,-2.4,5488.88,-2.02,6202.7,-2.06,711.98,-2.5,5494.38,-2.04,6206.360000000001,-2.09,-0.26,0.1,0.06
B2_R_L2_DG_S_0.6_0.8_TS2,836.83,14.14,5261.25,-6.06,6098.08,-3.72,835.26,14.2,5261.21,-6.08,6096.47,-3.74,832.97,14.06,5266.85,-6.09,6099.820000000001,-3.77,-0.27,0.11,0.05
B2_R_L2_DG_S_0.6_0.8_TS3,908.82,23.96,5225.31,-6.7,6134.13,-3.15,907.06,24.02,5226.97,-6.69,6134.030000000001,-3.15,904.76,23.89,5230.69,-6.74,6135.45,-3.21,-0.25,0.07,0.02
B2_R_L2_DG_S_0.6_1.0_TS2,826.96,12.8,5294.7,-5.46,6121.66,-3.34,824.98,12.8,5294.16,-5.49,6119.139999999999,-3.38,822.55,12.64,5298.44,-5.53,6120.99,-3.44,-0.29,0.08,0.03
B2_R_L2_DG_S_0.6_1.0_TS3,897.85,22.47,5259.06,-6.09,6156.910000000001,-2.79,895.93,22.5,5259.66,-6.11,6155.59,-2.81,893.68,22.38,5263.57,-6.15,6157.25,-2.86,-0.25,0.07,0.03
B2_R_L2_DG_W_0.2_0.8_TS2,633.98,-13.53,5441.29,-2.84,6075.27,-4.08,632.18,-13.56,5441.41,-2.86,6073.59,-4.1,630.33,-13.69,5447.28,-2.88,6077.61,-4.12,-0.29,0.11,0.07
